row_id,time_of_day_hr,visibility_m,rain_intensity_mmhr,road_wetness_pct,noise_level_db,ambient_temperature_c,humidity_pct,camera_exposure_score,camera_focus_score,lane_marking_visibility_pct,signal_wait_time_s
EVT_01857,7.36,2285.8,0.0,19.8,60.2,22.8,59.9,42.5,96.6,82.2,32.0
EVT_00852,23.58,829.9,0.0,2.4,52.9,16.2,78.3,,84.9,91.5,0.0
EVT_01734,16.72,2280.9,0.0,13.3,66.8,37.9,48.6,46.8,92.7,94.6,61.0
EVT_01419,14.09,2247.5,6.12,66.8,68.4,33.6,67.4,80.1,94.2,62.7,76.0
EVT_00929,7.79,2233.0,0.56,27.1,56.8,25.5,63.4,41.4,93.1,76.5,18.0
EVT_01138,8.64,1793.7,0.0,1.0,66.2,20.2,66.1,60.6,86.3,93.2,52.0
EVT_00006,8.21,2098.3,3.37,46.2,64.8,18.6,71.4,56.0,99.3,82.8,64.0
EVT_00132,7.02,1333.6,7.62,57.9,65.4,23.2,68.3,24.5,85.2,90.7,7.0
EVT_00992,6.71,1866.5,6.86,63.0,67.9,27.0,77.8,26.6,79.4,88.9,78.0
EVT_00793,18.11,1659.1,0.0,1.4,43.2,31.2,,30.2,69.0,91.2,65.0
EVT_00673,2.2,695.2,10.65,52.2,53.7,18.5,89.5,17.8,84.6,,43.0
EVT_00651,5.47,,0.0,12.0,42.2,26.9,54.6,,83.4,87.3,42.0
EVT_01701,2.79,571.2,15.24,50.7,63.9,17.2,78.9,7.5,73.3,57.9,67.0
EVT_01561,7.3,2233.4,1.6,47.3,49.0,25.9,63.3,36.9,85.1,88.9,42.0
EVT_01574,2.27,830.7,,2.3,48.6,12.1,71.8,0.0,90.1,87.0,12.0
EVT_01646,9.99,2214.8,0.0,1.2,62.3,27.5,57.6,82.3,88.8,95.0,26.0
EVT_00665,6.43,1814.9,3.99,,58.6,20.6,69.9,13.3,87.7,89.5,60.0
EVT_01672,12.7,2460.2,0.0,4.7,55.7,24.6,61.6,88.5,82.7,100.0,27.0
EVT_00978,19.15,905.5,0.0,16.7,46.3,30.2,71.2,45.8,82.8,75.1,15.0
EVT_00489,8.86,2125.9,1.22,58.3,55.9,24.7,72.2,62.6,97.8,91.2,24.0
EVT_01563,10.45,2711.0,0.1,24.7,62.4,34.9,63.1,71.5,79.5,92.4,36.0
EVT_01318,19.59,1211.9,0.0,5.7,54.2,31.3,48.8,28.0,71.0,71.1,8.0
EVT_01288,12.56,1972.5,0.0,4.6,46.5,29.0,63.1,86.4,85.8,90.7,24.0
EVT_01129,9.18,2065.1,0.0,2.8,69.6,25.6,57.6,76.0,92.3,100.0,20.0
EVT_00520,14.91,2191.8,0.0,11.1,49.1,31.1,61.3,68.5,94.0,100.0,64.0
EVT_01751,15.4,,0.0,5.6,54.6,30.9,55.5,50.1,70.0,83.2,31.0
EVT_01303,14.53,1766.8,0.0,3.2,56.0,37.3,63.3,67.3,74.8,75.3,51.0
EVT_00421,19.15,1060.3,3.42,27.9,63.8,33.0,58.4,25.5,93.8,82.7,1.0
EVT_01736,19.92,739.5,0.0,6.9,54.1,23.4,67.0,9.6,100.0,85.7,22.0
EVT_01209,6.03,1447.8,0.0,20.9,35.0,19.2,65.3,44.6,96.9,87.3,10.0
EVT_01748,18.13,1862.6,0.68,33.7,48.6,32.0,68.8,38.9,87.2,83.0,21.0
EVT_01010,8.93,1404.0,1.91,46.9,57.6,28.6,74.0,67.7,80.9,89.6,76.0
EVT_00343,15.86,1413.9,10.04,51.2,54.5,22.7,80.6,48.9,83.2,74.1,3.0
EVT_00854,7.83,2757.0,1.4,21.8,51.7,25.7,66.3,51.2,76.1,100.0,40.0
EVT_01768,20.46,1281.2,0.0,0.5,64.5,30.5,64.4,11.4,85.0,83.2,24.0
EVT_00284,17.97,2086.2,0.0,15.5,56.4,30.7,58.4,44.2,76.0,81.7,108.0
EVT_00382,23.68,1133.5,0.0,12.7,53.4,27.9,51.3,18.0,80.8,74.7,18.0
EVT_00485,6.56,2275.5,0.0,2.7,55.1,24.0,,42.6,84.5,87.0,24.0
EVT_01587,5.65,,0.0,38.9,51.0,20.4,74.2,17.5,90.3,66.7,30.0
EVT_00236,20.83,887.3,1.47,27.2,48.0,27.3,55.3,33.8,86.2,78.0,64.0
EVT_00998,5.61,1119.5,1.06,42.9,51.4,18.8,93.8,23.0,94.4,84.8,
EVT_00258,16.58,1359.6,10.04,56.0,56.3,33.9,81.5,71.9,97.4,83.0,66.0
EVT_00309,20.43,1132.8,2.31,46.6,44.2,30.2,67.6,6.5,81.6,59.2,36.0
EVT_00708,6.76,1823.8,0.52,28.5,64.9,22.3,70.6,30.0,93.5,94.9,104.0
EVT_00952,13.25,1900.9,4.33,51.8,60.4,27.2,71.7,75.5,88.3,71.4,48.0
EVT_00687,7.83,2299.0,1.36,55.0,56.8,19.9,66.8,62.6,84.7,79.9,35.0
EVT_01044,8.9,1610.9,0.0,11.5,51.1,26.4,56.1,62.6,80.7,86.4,72.0
EVT_00375,14.72,1841.9,0.0,11.3,63.7,36.2,62.0,71.1,92.0,79.3,44.0
EVT_00730,20.08,882.8,0.0,0.5,51.3,23.1,65.5,30.0,86.1,100.0,55.0
EVT_01766,16.84,2119.7,2.04,40.4,51.7,32.6,77.7,77.7,89.6,93.0,62.0
EVT_00110,11.48,2834.1,0.0,0.3,56.6,,53.8,75.1,79.8,95.7,21.0
EVT_00705,21.4,1032.3,0.0,10.8,53.4,34.1,56.8,23.1,87.8,89.9,3.0
EVT_01262,15.6,2249.2,0.0,1.4,57.9,34.5,61.4,56.3,87.8,91.3,67.0
EVT_01550,6.01,728.1,0.0,18.0,51.4,22.3,54.9,27.4,90.1,93.8,66.0
EVT_01000,19.17,1136.2,0.0,0.3,55.7,31.4,56.3,34.4,88.1,93.5,40.0
EVT_00801,18.81,2238.6,0.0,10.3,69.6,28.5,66.1,10.2,93.2,73.5,9.0
EVT_01676,8.57,2372.5,0.0,27.2,54.5,23.0,80.7,57.4,100.0,89.1,32.0
EVT_00568,13.16,2282.8,4.43,53.6,56.8,29.5,71.3,85.2,96.6,75.4,10.0
EVT_01747,7.3,1619.0,3.45,50.6,62.4,20.6,79.3,42.1,88.9,91.1,23.0
EVT_00951,12.07,2042.0,0.0,14.7,52.1,33.5,69.1,83.7,86.2,73.3,5.0
EVT_01830,18.74,2612.9,0.0,2.8,62.0,30.1,54.5,36.2,94.0,91.5,11.0
EVT_01553,14.03,2173.0,0.0,14.0,57.9,31.9,62.0,67.5,84.4,87.4,
EVT_00346,12.96,2414.3,0.0,8.7,47.0,29.1,60.1,72.7,86.1,88.0,15.0
EVT_00331,17.87,2068.2,0.0,3.5,60.9,34.6,48.3,8.4,85.5,100.0,35.0
EVT_01953,16.64,297.6,29.17,100.0,65.8,23.6,100.0,55.7,86.4,55.2,59.0
EVT_01211,0.41,838.3,0.0,19.7,62.9,14.1,48.8,19.2,92.6,83.0,108.0
EVT_01393,6.05,700.4,0.1,30.4,50.0,22.8,54.7,27.0,80.0,59.4,64.0
EVT_D0027,9.25,2234.8,0.0,0.9,55.6,25.6,60.6,71.8,96.5,,24.0
EVT_00861,13.48,2112.9,0.0,2.0,59.2,28.4,63.4,85.7,76.9,86.3,14.0
EVT_00017,5.73,1320.8,0.42,44.9,60.5,23.4,68.2,3.2,93.0,72.7,72.0
EVT_00637,20.14,1162.4,0.0,6.1,59.3,26.9,54.8,36.9,87.0,83.8,21.0
EVT_00921,18.25,2039.9,0.0,3.1,46.4,23.3,50.9,37.3,100.0,72.1,42.0
EVT_01630,13.48,2705.5,0.0,3.2,44.0,32.0,62.1,53.4,87.1,97.3,58.0
EVT_00562,6.42,2236.1,0.0,0.2,58.0,19.6,61.9,37.7,82.7,98.2,78.0
EVT_01960,16.84,1987.7,1.52,60.6,55.6,28.6,79.0,46.0,81.0,87.1,20.0
EVT_00858,3.85,968.2,0.0,7.6,58.3,26.6,71.0,19.3,73.5,85.6,17.0
EVT_00488,9.04,2377.4,0.0,29.0,60.3,27.7,54.4,85.2,91.3,84.6,21.0
EVT_00208,8.64,2717.6,0.0,16.8,65.1,23.3,64.1,63.2,87.8,94.0,56.0
EVT_01339,5.51,1047.3,0.0,5.7,42.6,28.9,48.7,11.3,81.4,80.8,60.0
EVT_01892,7.85,2328.2,0.0,0.3,67.8,23.6,65.4,45.1,95.5,83.3,39.0
EVT_00379,12.33,409.1,28.62,99.9,65.2,27.8,,84.9,77.4,52.1,24.0
EVT_00456,19.95,805.6,0.0,2.9,64.2,25.1,70.1,20.7,88.8,86.8,92.0
EVT_01644,11.72,2463.3,1.52,17.5,45.4,29.6,72.0,83.0,89.8,87.3,16.0
EVT_01046,16.42,2746.9,0.3,21.3,46.8,29.7,65.3,50.2,100.0,82.7,33.0
EVT_00475,3.59,679.8,0.0,7.5,46.4,23.4,56.6,16.5,91.6,79.4,13.0
EVT_01979,11.62,2073.4,0.0,10.7,57.4,24.2,76.4,68.7,90.1,96.7,53.0
EVT_00264,1.25,963.7,0.0,18.0,51.7,19.7,61.2,11.5,82.0,83.3,15.0
EVT_00053,15.08,2533.9,0.0,14.8,56.2,34.8,46.8,78.2,89.0,74.4,19.0
EVT_01868,14.23,2186.4,0.0,11.3,62.9,33.3,57.4,78.7,93.2,90.5,63.0
EVT_00135,22.77,749.9,0.0,8.5,50.1,21.6,61.7,0.0,92.5,96.0,29.0
EVT_00252,11.86,2099.8,0.0,6.8,56.9,28.5,64.3,73.8,86.5,100.0,11.0
EVT_00108,8.51,2452.6,0.0,0.7,54.0,33.8,50.5,70.8,93.3,82.4,110.0
EVT_01889,9.06,2009.7,1.98,25.0,63.7,23.3,74.3,60.1,87.5,78.6,11.0
EVT_01906,6.4,2140.2,0.0,15.5,45.9,17.8,62.3,,83.0,93.4,99.0
EVT_01336,2.68,1164.7,0.0,8.6,49.1,14.7,54.7,28.8,94.0,90.3,20.0
EVT_00545,19.87,842.9,3.28,30.3,62.3,26.3,75.8,40.7,99.4,70.6,
EVT_01887,9.42,1753.9,8.48,68.2,77.1,26.2,100.0,67.3,85.2,72.5,0.0
EVT_00104,21.3,876.7,0.0,6.1,51.4,21.3,,5.7,99.0,80.6,34.0
EVT_00558,11.54,2104.3,4.59,48.4,60.2,33.5,70.4,66.2,85.2,85.0,22.0
EVT_01328,6.5,2259.5,0.0,8.5,50.5,,50.7,25.6,88.3,85.0,39.0
EVT_01635,4.82,1331.0,0.0,,49.7,20.8,70.6,21.9,87.4,88.5,34.0
EVT_01474,23.38,1115.8,0.88,26.6,41.7,21.9,67.3,32.6,100.0,86.8,24.0
EVT_00616,23.09,512.9,13.14,60.2,58.1,30.6,61.1,22.6,85.5,62.4,28.0
EVT_01584,7.9,2022.6,0.0,12.5,59.9,23.8,66.2,40.4,83.1,80.4,115.0
EVT_01856,10.14,2747.0,0.0,35.8,56.3,34.9,72.1,73.3,86.2,100.0,47.0
EVT_01809,12.46,2386.4,0.99,35.1,60.7,30.1,66.9,88.4,83.0,83.6,34.0
EVT_01022,17.29,2842.3,0.0,6.6,49.0,29.4,70.1,38.3,91.0,75.0,25.0
EVT_01568,12.22,2105.9,0.0,3.4,62.2,29.9,61.2,82.9,90.9,96.6,61.0
EVT_01468,15.34,1750.9,0.0,3.2,58.0,32.9,62.1,74.2,79.0,96.4,17.0
EVT_00679,2.87,1482.3,,13.8,43.9,16.7,74.8,25.3,87.1,80.9,13.0
EVT_00150,12.32,1715.2,3.54,30.3,52.5,25.7,73.2,95.2,79.2,86.7,23.0
EVT_00098,9.11,2324.6,2.28,42.4,57.4,25.5,72.6,71.2,93.5,83.9,28.0
EVT_00604,3.52,1274.0,0.0,8.0,57.3,19.8,68.4,33.2,73.2,80.5,49.0
EVT_01673,19.4,,0.0,0.9,58.0,28.5,57.1,17.0,79.3,78.3,68.0
EVT_00556,16.92,1796.2,0.0,11.4,56.1,32.0,47.9,58.6,88.7,90.7,50.0
EVT_01372,19.88,971.1,0.35,29.9,62.3,21.3,60.1,18.0,80.7,91.4,82.0
EVT_00602,12.13,1941.5,5.74,41.3,54.8,27.7,60.7,99.8,82.1,95.2,0.0
EVT_00756,8.21,1842.0,4.11,38.0,,27.1,85.0,59.0,96.1,77.7,0.0
EVT_01538,16.73,1724.1,2.7,56.9,62.7,31.2,,42.7,100.0,68.5,72.0
EVT_00962,9.82,2537.4,0.0,5.8,60.7,24.1,67.7,99.8,87.4,91.4,35.0
EVT_01346,11.49,1884.8,,2.2,64.4,31.1,63.1,75.3,80.7,86.4,111.0
EVT_00455,18.09,2072.8,0.0,27.1,57.8,26.9,67.4,29.9,79.2,97.3,42.0
EVT_00394,7.2,2169.7,0.0,10.3,63.2,25.1,52.1,41.3,100.0,90.5,46.0
EVT_00681,14.08,1649.3,9.54,49.1,56.6,27.9,72.2,72.6,93.5,59.4,23.0
EVT_01219,8.17,1721.6,1.62,22.8,58.9,26.4,56.8,60.1,86.5,95.4,45.0
EVT_01085,8.14,2104.0,7.02,,68.1,22.0,80.7,69.7,85.0,65.3,54.0
EVT_01829,11.13,1998.4,2.73,53.9,50.8,27.3,65.7,100.0,73.6,81.4,29.0
EVT_00173,7.9,2129.7,,0.4,65.0,20.6,61.6,53.9,100.0,87.9,65.0
EVT_01241,6.92,2185.6,1.25,34.0,55.9,18.3,72.7,34.4,85.9,59.9,45.0
EVT_01293,10.68,2173.0,2.68,61.9,66.4,23.4,72.5,81.1,80.6,82.0,28.0
EVT_00919,16.6,2336.4,0.0,0.1,51.7,30.6,56.2,57.1,89.2,80.8,18.0
EVT_00024,5.67,812.0,0.0,1.3,37.6,30.5,56.5,1.1,83.7,83.1,8.0
EVT_01259,12.23,2046.5,0.0,3.5,52.4,31.4,71.4,70.6,88.1,76.5,20.0
EVT_00697,10.19,1854.7,0.0,0.7,63.0,24.4,71.0,80.5,95.0,100.0,32.0
EVT_01327,14.88,1891.3,0.0,8.0,52.7,28.1,69.4,82.3,78.1,86.9,50.0
EVT_00195,7.69,1980.1,0.0,7.1,48.0,26.0,57.2,41.6,95.0,99.3,31.0
EVT_01366,11.01,2721.2,0.0,5.0,50.4,30.7,62.5,76.3,73.8,100.0,44.0
EVT_00500,7.49,2338.2,0.0,7.1,55.9,25.8,74.9,52.2,86.2,100.0,47.0
EVT_00260,4.21,645.6,2.67,34.2,53.2,15.3,70.0,15.6,83.1,79.6,21.0
EVT_01686,23.26,872.7,8.92,65.1,49.7,20.9,74.1,1.7,74.7,50.4,4.0
EVT_01912,1.44,,0.0,10.3,59.3,22.4,50.8,14.4,71.8,94.0,46.0
EVT_01136,8.34,2804.0,0.0,35.5,62.0,25.1,68.6,72.9,66.1,94.1,43.0
EVT_00353,9.64,2192.6,0.0,5.1,57.5,27.3,58.7,64.6,83.2,95.6,0.0
EVT_01031,11.06,2808.5,0.0,12.7,68.1,24.0,61.0,64.4,79.7,87.2,14.0
EVT_01929,12.76,2772.2,0.0,0.5,53.2,27.6,64.5,74.7,90.9,91.5,5.0
EVT_00710,23.33,811.7,0.0,10.6,39.6,22.3,64.5,8.1,79.5,98.8,26.0
EVT_00728,11.09,2204.2,0.0,12.4,57.8,25.0,75.0,89.5,83.9,93.4,35.0
EVT_00647,22.54,1080.0,0.0,,40.7,29.3,59.5,31.5,79.7,88.5,33.0
EVT_01623,15.79,2513.1,0.0,18.2,65.1,28.5,59.4,71.0,92.2,99.5,0.0
EVT_00242,11.27,2118.6,1.31,31.4,54.6,31.8,67.6,100.0,95.4,99.6,23.0
EVT_00335,8.55,2568.1,0.0,17.4,59.4,20.9,64.3,50.1,89.5,93.5,153.0
EVT_00706,18.16,2153.8,2.08,45.7,64.3,27.2,78.0,14.3,92.1,83.0,
EVT_00364,2.65,794.7,8.98,58.9,59.8,17.4,72.4,12.8,80.6,69.2,40.0
EVT_01987,18.84,2068.4,0.0,3.2,69.1,,62.4,,92.8,,18.0
EVT_01735,9.51,2033.5,0.0,3.2,60.7,26.3,68.6,75.7,84.0,100.0,104.0
EVT_01684,0.05,868.4,6.66,57.1,55.9,22.5,65.4,14.7,80.7,75.6,1.0
EVT_00553,13.79,2027.3,0.0,3.5,52.3,37.2,45.2,70.0,93.1,93.5,58.0
EVT_01516,23.0,674.5,0.0,2.8,64.1,21.6,66.8,26.4,81.8,93.8,22.0
EVT_01712,10.01,2010.7,0.0,1.1,58.1,,65.1,78.6,80.5,81.6,80.0
EVT_00049,19.63,617.6,0.0,1.6,64.7,28.8,50.1,19.7,100.0,93.6,0.0
EVT_01662,10.06,2391.3,0.0,1.7,56.1,25.5,75.9,68.8,94.6,87.6,26.0
EVT_01323,0.16,1169.1,0.0,36.1,56.6,31.8,62.3,33.7,73.5,64.0,27.0
EVT_00867,12.87,2582.8,0.0,1.3,50.8,33.1,60.1,85.5,93.3,97.1,13.0
EVT_00603,16.09,1391.7,12.89,57.9,59.4,27.7,80.0,59.7,90.4,,134.0
EVT_00023,18.55,2326.9,0.0,7.8,59.8,23.3,-85.97,20.1,95.6,84.8,14.0
EVT_01808,15.55,1726.3,0.0,3.9,54.8,32.5,64.4,53.2,83.3,97.2,30.0
EVT_01940,8.22,2320.3,0.0,0.3,51.0,27.4,60.5,55.3,90.2,85.7,6.0
EVT_01363,12.22,2161.3,0.0,13.2,51.6,32.8,70.9,83.1,82.9,88.5,
EVT_00396,14.75,1265.2,12.39,75.5,64.9,27.4,66.8,64.4,87.6,68.1,8.0
EVT_01770,22.66,425.3,13.21,82.3,52.7,19.6,100.0,9.4,83.2,38.0,19.0
EVT_00077,21.37,710.8,,1.1,57.0,27.1,62.9,13.8,86.2,,4.0
EVT_D0006,13.7,1813.2,0.0,2.1,48.4,31.4,49.1,83.7,80.9,85.7,81.0
EVT_00390,4.29,818.4,4.35,59.8,49.3,16.6,88.1,15.5,98.9,52.3,62.0
EVT_00303,13.71,2554.5,0.0,21.5,45.0,29.8,57.0,70.5,83.6,87.6,41.0
EVT_01631,21.5,753.3,0.0,6.9,58.3,19.0,67.1,20.7,92.8,81.6,79.0
EVT_01118,2.78,1407.9,0.0,4.0,50.9,23.0,67.5,0.1,77.9,77.7,15.0
EVT_01201,22.3,978.8,0.34,23.2,46.7,23.7,56.1,12.5,91.9,81.3,18.0
EVT_00600,19.96,920.1,2.96,38.3,46.7,22.1,82.3,24.6,86.6,79.4,37.0
EVT_01769,22.61,951.3,0.0,2.0,50.4,24.9,61.5,3.1,81.4,91.9,24.0
EVT_01696,19.87,1015.1,0.0,13.8,57.4,26.1,61.2,29.4,86.6,80.4,29.0
EVT_00368,17.84,2169.5,0.0,5.7,55.0,29.7,43.6,32.3,94.8,86.8,24.0
EVT_D0029,12.27,2144.2,0.0,4.2,56.2,30.8,72.4,73.0,86.7,95.6,43.0
EVT_00805,17.49,2308.0,0.0,4.3,59.3,23.6,55.7,33.9,89.3,81.3,16.0
EVT_01464,17.34,2598.3,0.0,,52.4,32.8,61.2,,74.3,89.8,30.0
EVT_00441,16.63,2563.2,0.0,10.3,63.3,34.8,52.0,64.5,86.8,100.0,18.0
EVT_00714,5.04,1667.9,0.0,16.2,53.6,18.8,67.9,14.2,78.5,83.8,20.0
EVT_00977,17.5,1755.9,1.2,63.5,52.7,30.5,76.7,30.5,84.9,,48.0
EVT_01594,21.95,782.0,0.0,15.6,54.4,24.7,62.7,7.8,76.3,81.9,0.0
EVT_00868,8.39,2618.2,0.0,1.8,49.5,22.9,69.3,69.5,89.1,100.0,61.0
EVT_01007,20.56,1309.0,2.7,53.1,52.0,27.7,66.1,22.6,75.8,78.8,34.0
EVT_00220,17.87,1103.1,16.24,68.8,74.3,28.6,84.3,33.4,96.3,92.1,68.0
EVT_00944,17.85,1793.6,0.0,8.5,57.3,28.6,69.5,14.9,89.6,86.1,61.0
EVT_01482,16.76,1353.8,10.68,61.4,59.4,25.5,84.4,47.9,86.8,68.0,78.0
EVT_01434,11.6,1966.9,5.84,38.6,69.9,34.0,80.2,89.8,83.9,60.7,29.0
EVT_01090,17.88,2365.7,0.0,8.1,52.2,32.3,52.0,64.0,84.0,81.1,0.0
EVT_01540,19.66,724.6,0.0,7.3,,29.8,64.2,21.5,84.8,96.2,17.0
EVT_01946,20.24,865.3,1.58,30.2,63.0,25.3,64.8,23.2,87.0,76.1,80.0
EVT_01656,23.86,1126.1,0.14,46.6,43.9,17.6,76.4,0.0,93.4,86.2,56.0
EVT_00760,12.62,2618.1,,0.2,52.0,29.4,56.4,100.0,93.7,93.6,25.0
EVT_01539,11.85,2460.3,0.0,0.9,42.4,27.9,47.8,78.2,80.0,85.8,44.0
EVT_01186,5.45,1669.2,,1.1,47.1,24.7,63.6,31.6,75.6,86.5,10.0
EVT_00701,5.62,1441.8,2.6,45.2,44.1,23.6,79.8,20.1,79.0,79.6,17.0
EVT_00433,9.68,2059.2,0.0,8.6,58.6,27.7,60.1,64.7,98.2,80.2,11.0
EVT_00103,19.15,819.9,0.0,11.5,44.3,32.6,61.4,18.1,89.0,57.0,10.0
EVT_00362,23.24,1620.3,0.0,5.4,40.8,-41.07,76.9,33.0,82.4,90.1,33.0
EVT_01784,18.17,1819.8,0.0,3.5,58.8,25.9,61.7,22.5,84.8,100.0,64.0
EVT_D0018,18.61,2495.7,1.77,47.8,61.1,21.0,71.4,21.2,72.3,92.2,93.0
EVT_01828,18.78,2541.2,0.53,48.7,50.5,28.0,1245.44,34.3,93.9,86.6,17.0
EVT_00725,19.23,879.0,0.0,9.2,,25.8,51.8,22.6,86.6,78.3,48.0
EVT_00828,10.28,2194.8,0.0,15.6,55.0,28.1,65.1,62.7,85.8,81.9,18.0
EVT_00315,6.16,1212.7,0.0,8.8,60.1,22.4,66.7,21.2,75.1,73.9,43.0
EVT_01206,6.67,2663.1,0.22,38.8,49.4,23.1,76.1,35.7,93.9,98.3,49.0
EVT_00474,13.64,,0.0,0.5,55.9,31.2,64.6,91.0,92.7,92.6,
EVT_01476,12.55,2409.6,0.0,,49.5,35.3,48.6,55.6,86.0,78.8,1.0
EVT_00269,4.56,617.2,0.0,4.3,41.7,25.0,72.1,15.4,90.2,89.3,31.0
EVT_00643,15.68,2165.8,0.0,3.0,66.9,34.0,51.8,51.8,80.2,86.2,54.0
EVT_00193,21.38,714.2,0.0,1.0,49.6,26.1,54.8,12.3,71.8,75.4,13.0
EVT_00873,21.58,762.0,0.0,22.4,65.6,27.7,63.5,19.8,86.9,78.6,82.0
EVT_00850,4.08,979.7,0.0,3.0,51.1,19.9,66.1,7.5,79.8,83.1,0.0
EVT_01399,22.89,1328.3,0.0,3.1,42.3,27.9,74.2,12.0,83.0,100.0,20.0
EVT_01874,3.91,1082.3,0.0,2.7,42.9,25.1,59.6,1.1,87.3,79.3,4.0
EVT_00072,17.54,1669.8,0.0,0.7,54.6,28.0,59.6,52.1,89.0,78.6,52.0
EVT_00422,9.57,1952.1,1.25,21.1,53.8,23.1,76.1,69.1,83.6,91.9,32.0
EVT_01865,10.74,2717.1,0.72,34.5,51.4,27.2,75.1,67.6,79.5,89.0,4.0
EVT_00661,17.34,1227.3,17.42,66.2,68.6,26.4,86.3,38.4,77.7,77.0,109.0
EVT_01860,22.31,1360.0,0.0,0.8,57.8,22.8,58.2,29.4,94.7,100.0,29.0
EVT_00512,7.92,2306.8,0.1,34.8,57.4,32.4,46.0,60.1,80.8,100.0,112.0
EVT_01289,9.65,2057.6,0.0,3.7,58.2,28.7,68.2,64.5,76.4,92.8,59.0
EVT_00138,9.6,2284.0,0.0,6.2,61.0,24.2,58.2,68.8,78.0,79.4,0.0
EVT_01117,16.34,1280.5,3.82,44.5,54.4,29.4,64.6,70.8,88.8,73.9,51.0
EVT_01177,6.11,1022.2,0.0,0.4,51.5,24.6,55.4,29.2,72.2,84.7,36.0
EVT_01296,4.62,1161.6,0.0,9.0,51.6,19.2,68.1,35.5,79.7,89.2,5.0
EVT_00799,10.46,2405.6,0.0,15.7,76.2,31.3,64.8,68.2,87.4,79.9,53.0
EVT_01713,2.21,817.2,0.0,1.1,53.4,19.9,60.7,28.3,88.5,67.8,79.0
EVT_01937,5.63,894.4,7.07,22.0,58.9,20.9,75.1,25.0,89.8,77.6,30.0
EVT_00723,10.37,1961.8,0.0,2.2,61.5,25.1,61.1,70.1,88.8,100.0,0.0
EVT_01804,13.3,2457.9,0.0,0.1,47.8,34.5,41.4,73.9,90.5,,6.0
EVT_00016,18.98,2003.7,1.32,10.2,62.3,27.2,68.2,17.4,85.1,,55.0
EVT_00099,15.95,1162.1,10.11,65.8,62.5,25.0,68.2,69.5,79.0,68.6,23.0
EVT_01695,20.6,859.8,0.0,3.2,51.4,31.0,66.4,,88.6,77.8,68.0
EVT_00071,10.31,2095.2,0.0,2.7,62.2,28.0,52.3,80.3,90.3,92.4,10.0
EVT_00684,18.17,1935.4,,,,26.0,56.3,19.6,84.2,74.6,33.0
EVT_01963,20.81,414.2,12.15,56.7,57.8,26.4,89.4,11.7,89.8,61.9,26.0
EVT_01628,13.92,1980.8,5.53,47.2,52.7,31.4,70.4,63.9,91.7,89.7,61.0
EVT_00839,9.75,2192.3,0.0,3.3,45.7,28.4,71.7,80.5,70.1,100.0,63.0
EVT_00067,5.5,966.3,7.61,53.4,66.0,23.8,66.8,12.7,100.0,81.3,23.0
EVT_00611,22.57,1196.9,2.2,31.7,49.8,20.8,,,83.0,73.5,25.0
EVT_01692,17.48,1653.9,1.96,18.6,64.5,27.7,64.9,39.7,82.6,94.8,64.0
EVT_00948,7.06,1792.3,0.0,2.1,53.0,23.3,64.8,46.6,95.6,100.0,73.0
EVT_00930,7.09,1477.0,9.03,65.5,65.9,19.4,70.8,41.8,89.5,55.8,47.0
EVT_01898,3.43,1120.8,0.0,9.2,42.9,24.4,63.7,23.5,87.4,89.3,8.0
EVT_01447,13.3,2373.6,0.0,14.7,46.2,30.3,53.1,81.6,91.1,87.6,51.0
EVT_00830,8.66,1772.5,3.68,53.6,62.9,22.1,70.0,49.1,98.4,75.6,32.0
EVT_00003,7.12,1685.0,6.88,29.9,53.9,18.3,70.0,48.3,87.1,87.6,32.0
EVT_01795,18.45,1881.9,0.0,11.6,58.6,25.4,53.5,20.8,88.3,81.8,48.0
EVT_00152,18.17,1722.9,12.41,60.9,67.4,29.5,75.2,,100.0,70.9,5.0
EVT_01208,1.37,1066.9,0.0,8.5,54.0,24.5,64.0,,89.0,100.0,0.0
EVT_01299,4.41,605.5,0.0,0.9,45.8,21.0,68.9,21.5,88.3,78.3,64.0
EVT_01989,9.21,1559.4,2.33,51.9,63.4,22.9,67.7,67.2,71.5,78.3,60.0
EVT_01564,8.03,2131.9,0.0,15.6,,27.2,59.8,45.2,92.1,93.9,55.0
EVT_00695,9.95,1312.3,9.38,48.6,60.0,,63.6,,79.6,86.3,53.0
EVT_00680,18.62,1780.2,2.7,56.1,63.2,30.3,73.8,17.4,99.6,68.9,84.0
EVT_D0017,8.34,2648.9,0.0,9.2,62.7,23.0,53.3,39.7,88.3,100.0,116.0
EVT_00320,22.86,1215.1,0.0,43.8,58.7,27.0,61.5,22.5,87.6,85.3,11.0
EVT_00659,17.71,2100.0,0.0,3.5,61.4,24.0,64.7,63.2,85.7,92.4,110.0
EVT_01258,21.69,1260.8,0.11,43.7,58.7,24.7,74.1,18.3,78.4,83.5,74.0
EVT_00848,20.29,1138.7,,8.8,57.3,24.5,53.8,25.6,87.2,84.1,7.0
EVT_00322,12.51,2427.5,0.0,7.5,52.8,29.3,50.3,84.3,87.1,97.4,18.0
EVT_01185,23.2,863.7,0.0,2.8,46.5,18.9,64.2,,93.4,100.0,18.0
EVT_01527,9.85,2134.4,0.0,3.0,56.2,25.3,58.1,86.8,99.2,,83.0
EVT_00426,17.65,2097.5,0.0,1.8,61.4,34.7,53.2,41.2,85.3,92.3,44.0
