row_id,avg_vehicle_speed_kmph,vehicle_count,pedestrian_count,road_occupancy_pct,incident_distance_m
EVT_00394,31,21.8,29.6,8,3.1
EVT_00425,10,0.0,32.2,4,3.2
EVT_01367,37,19.4,59.6,7,44.9
EVT_00064,36,23.6,83.0,7,279.2
EVT_00498,48,21.9,57.3,7,141.4
EVT_01890,13,18.7,27.3,17,415.6
EVT_00517,36,21.8,80.3,1,
EVT_00327,14,52.4,41.2,8,127.3
EVT_00953,45,21.6,83.9,2,71.3
EVT_01040,25,15.0,46.7,16,146.2
EVT_01709,25,20.3,24.7,1,10.4
EVT_01494,17,35.6,38.0,17,288.8
EVT_00257,33,10.7,64.3,9,21.8
EVT_01038,6,39.7,10.7,0,46.8
EVT_00225,3,,29.1,1,71.9
EVT_00682,38,16.6,43.3,2,367.0
EVT_01021,44,55.3,35.1,5,377.0
EVT_00360,32,15.7,61.8,9,27.9
EVT_00898,3,34.9,22.0,2,165.5
EVT_01309,23,20.5,64.9,19,73.8
EVT_01055,35,13.5,67.9,12,350.3
EVT_01769,13,48.0,8.9,1,387.5
EVT_00220,54,12.3,66.8,10,370.0
EVT_01220,23,39.3,40.1,5,437.5
EVT_00914,4,49.5,18.3,0,314.8
EVT_01541,7,20.0,50.9,35,39.8
EVT_00011,38,30.2,,11,40.2
EVT_01651,5,55.1,7.6,0,120.0
EVT_01399,4,,13.8,6,74.8
EVT_01990,35,12.0,56.0,8,242.9
EVT_01460,36,15.7,46.4,7,13.4
EVT_00736,40,35.2,72.3,5,49.0
EVT_01239,26,40.9,27.3,4,36.2
EVT_01453,23,37.3,26.1,3,57.9
EVT_00357,34,29.3,75.1,12,25.8
EVT_01083,14,37.9,36.8,24,48.1
EVT_01984,17,48.7,5.1,2,40.1
EVT_01365,4,47.3,22.9,1,202.5
EVT_01341,43,13.7,67.3,7,444.6
EVT_00512,38,22.9,62.1,7,460.3
EVT_00664,4,32.7,5.1,1,97.8
EVT_01840,36,25.3,71.1,2,43.6
EVT_00642,45,24.5,56.3,8,38.7
EVT_00158,8,10.7,5.7,1,61.5
EVT_00279,15,23.4,34.5,2,81.5
EVT_00287,8,24.4,13.4,2,216.1
EVT_01996,20,0.7,52.1,15,3.1
EVT_00974,3,11.9,76.4,1,389.5
EVT_00944,36,11.6,58.8,11,138.2
EVT_01076,43,2.7,50.1,4,489.7
EVT_00621,1,50.0,4.1,2,429.0
EVT_01617,5,55.6,5.2,0,93.3
EVT_01225,24,58.1,40.1,6,36.7
EVT_01490,26,27.7,70.3,8,81.5
EVT_01378,14,17.1,33.3,23,52.0
EVT_00600,13,64.3,1.9,6,64.4
EVT_01757,26,25.3,60.0,6,169.4
EVT_01458,39,14.9,41.2,8,7.8
EVT_00829,5,32.3,21.5,11,47.0
EVT_01524,24,25.4,34.1,29,38.2
EVT_01499,3,60.0,14.9,1,61.1
EVT_00530,3,51.8,20.5,2,250.2
EVT_00842,34,35.2,26.4,29,65.5
EVT_01697,23,56.7,31.7,3,60.9
EVT_00485,16,52.5,10.2,3,
EVT_00463,38,50.1,29.8,12,40.2
EVT_01832,17,33.5,57.6,17,368.3
EVT_00155,24,48.8,28.3,3,46.4
EVT_01343,25,-85.08,30.4,10,47.3
EVT_01114,40,17.2,,16,98.0
EVT_00603,21,10.6,,2,37.2
EVT_00189,15,0.5,,5,58.3
EVT_01656,4,47.6,26.4,0,61.2
EVT_01054,29,30.7,37.8,18,170.1
EVT_00351,45,19.4,56.7,3,
EVT_01039,45,6.6,59.3,9,50.5
EVT_00975,30,19.7,98.9,7,3.3
EVT_00939,30,13.7,50.9,13,47.0
EVT_01066,23,35.6,73.4,4,196.2
EVT_00137,22,32.3,35.7,5,13.9
EVT_00628,4,67.9,17.4,0,269.0
EVT_00473,21,5.5,49.8,1,20.0
EVT_01672,31,26.0,24.2,31,39.9
EVT_00078,20,50.0,,7,51.7
EVT_00044,25,-124.17,24.0,6,246.9
EVT_01222,30,7.4,72.7,10,207.1
EVT_00925,19,45.7,33.1,1,36.4
EVT_01487,39,24.6,43.8,24,93.0
EVT_01231,3,28.6,16.1,0,165.7
EVT_01768,29,20.8,59.5,4,5.5
EVT_00789,11,43.9,36.8,9,382.5
EVT_01086,8,39.1,17.7,1,81.1
EVT_01863,20,37.2,34.6,16,35.5
EVT_01802,20,43.8,29.3,2,38.2
EVT_01728,33,38.7,38.8,7,
EVT_00519,37,16.7,83.1,8,94.0
EVT_00478,19,31.4,19.0,3,42.9
EVT_01162,43,14.8,67.7,6,86.7
EVT_00855,44,22.9,50.5,6,61.1
EVT_01981,23,50.3,21.7,3,109.2
EVT_01247,40,24.7,87.4,9,275.4
EVT_01921,36,15.7,60.6,7,114.9
EVT_00722,24,13.9,36.9,1,
EVT_00560,14,15.3,,10,81.0
EVT_00544,15,39.0,40.6,6,88.1
EVT_00277,19,57.7,45.2,0,160.5
EVT_01696,35,,20.3,3,63.0
EVT_01420,7,17.4,48.6,9,126.9
EVT_00280,21,38.2,49.6,2,112.1
EVT_01112,16,44.2,19.1,4,179.6
EVT_00325,17,54.9,26.7,4,38.1
EVT_01271,36,15.6,20.0,22,99.1
EVT_00031,10,32.1,35.3,7,103.6
EVT_01465,32,18.7,61.8,1,25.5
EVT_01375,45,3.7,59.3,5,83.8
EVT_01673,36,10.0,42.5,7,123.5
EVT_01713,18,11.3,87.2,6,67.0
EVT_00385,16,31.1,46.3,22,131.6
EVT_00780,36,15.5,55.1,6,118.3
EVT_00419,9,36.4,47.4,9,266.6
EVT_00896,21,34.6,48.0,11,222.7
EVT_01534,22,9.4,47.7,31,76.4
EVT_00455,25,46.8,35.8,26,186.2
EVT_00819,6,45.4,0.0,2,51.0
EVT_00136,16,64.4,31.6,13,
EVT_01467,23,40.6,20.6,3,475.4
EVT_00014,24,26.8,46.8,36,416.4
EVT_01814,14,34.4,24.0,1,72.3
EVT_00936,3,48.7,6.5,0,329.0
EVT_00784,42,21.1,74.1,4,77.7
EVT_00564,28,44.3,24.7,6,172.3
EVT_01011,7,39.5,24.5,3,79.1
EVT_01119,44,28.5,80.7,4,-563.51
EVT_00171,24,21.8,66.3,6,117.3
EVT_01276,20,43.9,29.1,5,484.6
EVT_00352,12,43.5,32.6,4,44.0
EVT_00496,45,,91.1,8,231.9
EVT_00294,6,31.6,0.0,2,173.6
EVT_01410,10,39.9,32.4,6,128.6
EVT_00979,5,69.5,11.9,6,280.2
EVT_01877,22,22.7,16.9,12,351.6
EVT_01993,33,76.0,56.0,7,380.4
EVT_01580,0,29.6,68.2,31,70.1
EVT_01142,49,13.1,50.9,9,
EVT_00509,16,54.5,40.2,2,154.3
EVT_01876,3,12.4,82.2,5,43.3
EVT_01327,18,34.4,37.4,18,362.2
EVT_00337,13,29.0,27.7,4,85.7
EVT_01184,2,41.3,19.4,0,252.3
EVT_01613,23,29.4,47.7,3,20.0
EVT_01300,30,18.0,46.7,13,49.3
EVT_01816,29,47.4,20.8,6,303.2
EVT_00627,49,15.3,81.8,3,47.2
EVT_01866,17,28.9,53.3,6,64.7
EVT_01985,13,43.0,24.6,10,121.6
EVT_01491,23,47.9,38.8,15,97.2
EVT_00221,18,49.8,22.3,3,38.2
EVT_00584,5,32.8,15.0,2,53.8
EVT_00129,22,27.3,54.2,11,35.1
EVT_00398,8,50.1,12.9,2,329.2
EVT_00190,24,36.6,46.2,2,118.7
EVT_00004,21,12.8,30.5,6,9.1
EVT_00976,30,24.5,61.5,6,42.7
EVT_01682,6,67.3,0.0,3,57.7
EVT_01686,11,37.1,38.8,1,157.9
EVT_01478,11,37.6,13.0,1,483.4
EVT_00224,8,8.8,59.4,3,20.9
EVT_01280,14,11.2,60.3,21,176.6
EVT_01457,30,8.6,59.1,7,7.3
EVT_01027,42,15.4,61.3,3,7.0
EVT_01989,32,27.4,43.9,7,148.8
EVT_01171,45,21.2,43.7,16,155.0
EVT_01849,18,22.8,79.7,9,240.4
EVT_01874,5,16.1,8.0,1,406.0
EVT_01197,7,32.1,5.2,5,282.5
EVT_01561,20,28.7,54.4,11,498.7
EVT_00932,34,21.9,57.5,3,268.7
EVT_01314,35,17.4,34.9,2,11.0
EVT_00919,4,51.3,22.3,0,87.7
EVT_01097,21,42.5,52.1,17,35.1
EVT_00770,13,43.5,34.5,10,58.6
EVT_00154,1,43.6,23.3,3,217.3
EVT_01290,20,37.0,61.3,1,440.4
EVT_00779,17,36.2,31.7,2,54.7
EVT_01336,8,36.4,12.5,0,
EVT_00911,18,29.1,42.5,33,62.6
EVT_00439,0,21.9,50.2,3,104.4
