event_id,vehicle_count,avg_vehicle_speed_kmph,road_occupancy_pct,pedestrian_count,time_of_day_hr,visibility_m,rain_intensity_mmhr,signal_wait_time_s,road_wetness_pct,incident_distance_m,noise_level_db,ambient_temperature_c,humidity_pct,camera_exposure_score,camera_focus_score,lane_marking_visibility_pct,label
EVT_01513,25,41.2,55.9,3,21.38,659.4,1.08,12,26.7,275.5,61.9,24.7,72.6,19.6,87.4,92.4,Free_Flow
EVT_01514,17,37.9,52.3,9,18.13,1743.5,0.0,22,6.0,74.1,55.6,29.4,63.7,43.7,89.5,92.8,Heavy_Traffic
EVT_01515,23,30.1,50.5,19,15.38,2175.6,0.0,22,16.9,42.5,65.9,28.3,61.7,62.0,100.0,80.2,Pedestrian_Event
EVT_01516,28,19.2,15.3,3,23.0,674.5,0.0,22,2.8,71.0,64.1,21.6,66.8,26.4,81.8,93.8,Free_Flow
EVT_01517,15,40.1,48.5,22,13.74,1638.2,0.0,21,7.1,115.5,52.4,31.5,63.1,80.2,97.2,96.3,Pedestrian_Event
EVT_01518,19,8.2,47.1,8,15.89,2091.5,0.0,73,0.8,8.6,63.4,30.5,60.7,66.0,80.3,83.8,Free_Flow
EVT_01519,30,14.1,65.1,6,9.15,2217.7,3.78,17,43.4,409.4,67.8,23.5,73.2,63.8,84.3,71.9,Heavy_Traffic
EVT_01520,39,21.0,80.0,10,18.38,1906.6,0.0,49,7.0,224.0,54.9,36.9,47.3,51.7,85.0,69.7,Heavy_Traffic
EVT_01521,24,33.1,33.7,28,13.9,2612.7,0.0,32,20.4,212.3,55.8,30.3,69.5,61.5,94.2,82.8,Pedestrian_Event
EVT_01522,11,18.0,50.4,4,9.95,1894.3,0.86,23,22.4,27.2,53.3,31.0,75.2,60.7,78.1,90.3,Incident
EVT_01523,12,38.6,52.3,4,22.62,775.5,1.81,24,47.6,273.2,59.3,18.5,67.2,13.2,87.4,75.1,Free_Flow
EVT_01524,24,25.4,34.1,29,12.79,2125.5,4.44,33,58.2,38.2,60.4,28.8,82.6,86.7,80.2,67.8,Heavy_Traffic
EVT_01525,31,29.8,23.1,3,21.74,1068.5,0.0,24,5.3,231.1,56.2,28.0,53.9,35.8,92.2,75.7,Free_Flow
EVT_01526,33,15.9,66.6,4,6.45,2368.9,0.0,58,0.2,442.7,58.7,19.4,69.8,21.7,90.5,82.1,Heavy_Traffic
EVT_01527,25,29.6,52.8,26,9.85,2134.4,0.0,83,3.0,42.2,56.2,25.3,58.1,86.8,99.2,100.0,Pedestrian_Event
EVT_01528,18,7.6,67.0,11,18.08,2136.4,0.4,80,50.3,59.8,48.1,31.2,81.7,34.7,85.7,79.5,Heavy_Traffic
EVT_01529,3,39.8,16.7,1,23.32,792.9,0.0,3,2.7,200.7,53.8,26.1,58.3,11.3,98.2,75.3,Low_Activity
EVT_01530,5,46.8,11.1,1,2.04,722.0,4.44,27,63.0,45.8,54.0,24.1,82.6,21.0,93.0,74.2,Low_Activity
EVT_01531,44,11.5,62.5,6,19.21,808.4,1.61,65,55.2,43.3,73.6,24.2,70.9,10.2,88.7,61.4,Heavy_Traffic
EVT_01532,3,48.3,15.6,1,0.43,958.1,0.0,0,13.8,454.3,46.0,24.1,67.7,5.9,91.0,100.0,Low_Activity
EVT_01533,14,23.5,41.0,30,16.88,2061.0,6.99,54,62.5,120.6,60.8,25.0,81.1,51.8,85.6,73.3,Pedestrian_Event
EVT_01534,22,9.4,47.7,31,14.9,1926.0,3.18,0,30.5,76.4,61.4,32.2,58.8,78.7,81.5,82.0,Pedestrian_Event
EVT_01535,5,31.9,16.6,1,23.22,1363.0,0.0,4,1.2,198.6,56.7,23.1,63.7,22.8,93.5,100.0,Free_Flow
EVT_01536,22,44.5,27.5,3,17.42,2261.2,0.87,27,32.5,150.2,53.6,32.4,68.4,64.0,84.2,85.5,Free_Flow
EVT_01537,28,6.3,38.8,20,13.11,1531.9,2.51,42,37.7,49.6,56.8,31.6,65.3,100.0,83.4,72.1,Pedestrian_Event
EVT_01538,40,0.0,55.2,3,16.73,1724.1,2.7,72,56.9,54.8,62.7,31.2,59.8,42.7,100.0,68.5,Heavy_Traffic
EVT_01539,2,37.3,9.7,9,11.85,2460.3,0.0,44,0.9,290.2,42.4,27.9,47.8,78.2,80.0,85.8,Pedestrian_Event
EVT_01540,22,39.3,26.9,4,19.66,724.6,0.0,17,7.3,85.9,53.0,29.8,64.2,21.5,84.8,96.2,Free_Flow
EVT_01541,7,20.0,50.9,35,18.18,2100.4,0.0,36,3.2,39.8,49.9,24.2,73.3,18.2,88.4,94.3,Pedestrian_Event
EVT_01542,2,26.6,8.3,8,11.95,1893.2,1.77,23,60.4,101.2,59.6,28.9,70.8,63.7,81.2,75.5,Free_Flow
EVT_01543,23,16.9,48.5,7,18.14,1840.5,0.0,84,0.6,74.0,54.5,27.1,54.3,44.9,98.0,83.2,Incident
EVT_01544,18,42.6,2.2,5,20.48,1097.8,0.0,27,0.2,356.7,37.4,28.9,58.8,27.3,78.5,82.7,Free_Flow
EVT_01545,50,27.9,61.3,4,17.92,1988.9,0.0,64,0.8,169.1,66.9,23.9,54.3,26.7,84.8,77.5,Heavy_Traffic
EVT_01546,20,50.2,19.0,2,5.62,905.4,0.0,20,0.3,158.7,46.4,24.1,65.4,16.4,73.2,85.5,Free_Flow
EVT_01547,44,22.6,70.0,5,19.82,471.1,18.74,47,77.5,396.0,62.3,24.0,82.0,46.0,87.7,48.7,Heavy_Traffic
EVT_01548,9,44.2,8.4,1,23.9,675.1,3.52,11,60.0,115.8,45.4,17.3,86.0,8.8,90.1,67.8,Low_Activity
EVT_01549,6,48.2,27.2,2,5.49,978.8,0.0,28,14.3,375.8,50.8,14.3,80.5,13.2,80.2,79.9,Free_Flow
EVT_01550,38,12.1,73.9,3,6.01,728.1,0.0,66,18.0,129.3,51.4,22.3,54.9,27.4,90.1,93.8,Heavy_Traffic
EVT_01551,47,30.5,37.9,4,3.0,889.5,0.0,3,19.3,96.7,59.6,22.7,80.3,22.4,83.3,76.3,Incident
EVT_01552,7,15.2,31.5,9,15.82,1959.9,0.0,57,3.6,59.0,47.2,34.3,68.1,78.2,77.2,91.0,Incident
EVT_01553,4,68.0,17.0,1,14.03,2173.0,0.0,23,14.0,145.6,57.9,31.9,62.0,67.5,84.4,87.4,Low_Activity
EVT_01554,22,27.0,43.6,11,7.03,2045.7,0.0,64,11.0,35.3,58.4,27.4,47.2,48.5,84.8,99.9,Pedestrian_Event
EVT_01555,31,24.9,87.6,8,9.02,1729.5,0.0,40,6.0,59.1,58.0,24.5,68.3,72.7,88.0,95.7,Heavy_Traffic
EVT_01556,31,23.1,32.7,21,16.37,2529.2,0.0,41,7.0,102.0,46.4,28.7,53.3,27.9,82.3,76.6,Pedestrian_Event
EVT_01557,32,33.5,38.3,17,17.25,2793.2,0.0,31,0.3,397.8,53.9,31.3,53.8,25.7,80.9,100.0,Pedestrian_Event
EVT_01558,14,46.0,31.4,7,10.33,2430.4,0.0,31,5.9,123.7,59.9,31.2,49.8,66.5,75.7,77.4,Free_Flow
EVT_01559,13,7.7,30.8,4,6.18,765.2,0.0,28,1.8,66.0,46.9,22.7,70.2,42.9,67.8,78.8,Pedestrian_Event
EVT_01560,0,34.6,20.2,5,15.7,1456.3,16.23,19,60.8,405.4,61.8,30.2,100.0,64.3,87.9,64.3,Free_Flow
EVT_01561,20,28.7,54.4,11,7.3,2233.4,1.6,42,47.3,498.7,49.0,25.9,63.3,36.9,85.1,88.9,Pedestrian_Event
EVT_01562,35,14.6,67.9,7,8.52,1892.3,0.0,17,5.3,13.1,55.0,26.6,67.3,57.4,92.8,89.8,Incident
EVT_01563,6,57.5,28.8,6,10.45,2711.0,0.1,36,24.7,205.3,62.4,34.9,63.1,71.5,79.5,92.4,Free_Flow
EVT_01564,20,9.8,31.7,18,8.03,2131.9,0.0,55,15.6,78.4,47.7,27.2,59.8,45.2,92.1,93.9,Pedestrian_Event
EVT_01565,19,15.3,25.9,20,13.32,2059.5,0.84,62,29.6,248.5,51.6,31.8,71.9,99.9,84.1,100.0,Pedestrian_Event
EVT_01566,18,41.6,47.8,4,19.86,552.4,0.0,4,16.2,261.8,64.8,32.9,57.1,4.7,82.6,82.2,Free_Flow
EVT_01567,37,16.9,81.8,7,17.65,1335.0,7.18,59,39.7,83.9,61.9,29.4,54.5,45.5,87.7,87.6,Heavy_Traffic
EVT_01568,33,10.3,40.3,23,12.22,2105.9,0.0,61,3.4,261.5,62.2,29.9,61.2,82.9,90.9,96.6,Pedestrian_Event
EVT_01569,23,17.4,70.6,8,16.99,2151.3,0.0,75,11.5,61.9,61.6,26.4,61.6,23.8,75.7,83.5,Heavy_Traffic
EVT_01570,11,42.7,36.9,4,14.66,1614.9,0.0,5,7.1,85.0,48.1,31.8,74.8,74.8,85.4,100.0,Free_Flow
EVT_01571,6,47.2,11.0,1,2.64,1289.9,0.0,20,13.8,58.0,48.4,14.4,61.2,16.4,70.5,73.6,Low_Activity
EVT_01572,26,48.2,46.8,9,12.98,1642.1,0.0,4,1.1,190.3,59.7,27.9,52.8,69.3,81.9,83.6,Free_Flow
EVT_01573,41,12.0,44.2,6,7.25,2178.2,3.26,96,41.2,383.3,62.4,24.8,75.0,54.0,86.4,70.0,Heavy_Traffic
EVT_01574,6,33.9,5.9,2,2.27,830.7,0.0,12,2.3,62.5,48.6,12.1,71.8,0.0,90.1,87.0,Low_Activity
EVT_01575,32,14.9,80.4,7,9.24,2228.0,0.0,38,4.9,90.5,61.5,23.2,73.0,50.7,88.2,98.6,Incident
EVT_01576,4,54.8,10.1,1,23.92,580.1,0.0,5,14.5,168.3,55.5,26.6,57.7,26.5,88.3,87.8,Low_Activity
EVT_01577,17,10.2,22.6,15,13.32,2689.0,0.0,33,3.0,258.7,51.8,30.1,65.6,71.7,95.5,100.0,Pedestrian_Event
EVT_01578,6,51.9,20.3,1,22.75,1305.7,0.0,35,2.5,75.0,52.6,21.1,55.2,14.3,89.9,82.4,Low_Activity
EVT_01579,30,20.6,75.1,5,7.98,1914.7,0.0,54,31.4,48.1,51.5,25.6,68.3,45.4,85.1,76.2,Free_Flow
EVT_01580,0,29.6,68.2,31,17.3,1412.9,6.67,43,29.0,70.1,50.2,32.9,70.7,44.6,77.7,87.1,Pedestrian_Event
EVT_01581,2,17.1,27.6,1,3.14,926.9,0.0,19,0.3,287.6,51.6,19.2,61.0,11.7,80.8,100.0,Low_Activity
EVT_01582,23,16.3,42.4,11,17.09,2448.9,0.0,66,0.7,210.9,51.8,33.5,52.4,44.2,66.2,88.8,Heavy_Traffic
EVT_01583,7,15.2,44.4,3,23.17,894.5,0.0,82,16.1,54.4,51.1,20.8,74.3,25.4,85.5,89.2,Incident
EVT_01584,43,9.0,78.6,6,7.9,2022.6,0.0,115,12.5,139.5,59.9,23.8,66.2,40.4,83.1,80.4,Heavy_Traffic
EVT_01585,8,26.9,19.8,3,5.02,868.6,6.05,13,45.4,246.3,45.8,18.2,76.3,23.1,97.6,76.0,Free_Flow
EVT_01586,40,14.6,33.5,18,13.72,1707.6,0.0,32,2.8,108.6,62.5,32.8,63.6,84.5,82.9,87.6,Pedestrian_Event
EVT_01587,26,50.4,34.0,1,5.65,859.6,0.0,30,38.9,44.5,51.0,20.4,74.2,17.5,90.3,66.7,Free_Flow
EVT_01588,39,23.6,54.4,10,9.07,2579.3,0.0,31,4.6,110.3,65.7,25.4,56.9,58.8,76.8,72.7,Heavy_Traffic
EVT_01589,32,36.3,49.0,7,21.13,1203.5,0.0,57,5.0,83.2,69.0,27.6,39.3,37.0,94.7,70.3,Pedestrian_Event
EVT_01590,2,57.4,17.0,0,0.84,999.5,3.32,10,23.5,185.8,58.4,15.1,74.2,0.0,87.9,80.6,Low_Activity
EVT_01591,6,65.4,13.3,0,16.47,2034.3,0.0,3,1.4,102.9,55.8,34.2,53.6,67.5,83.1,92.6,Low_Activity
EVT_01592,19,14.4,61.6,6,4.09,662.0,0.0,63,0.1,21.5,55.4,18.6,78.8,12.6,85.4,99.2,Incident
EVT_01593,43,14.1,47.4,8,17.92,1811.9,0.0,56,50.3,298.9,70.5,26.3,74.2,36.1,82.2,77.8,Heavy_Traffic
EVT_01594,6,29.1,55.7,2,21.95,782.0,0.0,0,15.6,25.9,54.4,24.7,62.7,7.8,76.3,81.9,Incident
EVT_01595,36,37.5,60.1,28,16.99,2233.6,2.72,31,37.9,161.6,66.3,28.2,64.4,46.9,94.3,84.6,Pedestrian_Event
EVT_01596,18,39.5,40.6,2,12.91,1907.8,0.0,23,10.0,64.5,51.8,30.3,57.4,82.7,85.5,99.1,Free_Flow
EVT_01597,54,16.7,86.1,1,18.63,1992.6,0.0,53,5.5,286.9,61.5,32.5,70.6,18.8,95.1,100.0,Heavy_Traffic
EVT_01598,14,29.1,21.1,15,15.93,1733.3,4.37,5,30.8,478.9,55.9,31.6,58.7,73.4,97.3,83.8,Pedestrian_Event
EVT_01599,31,21.0,5.9,17,18.82,2144.3,0.0,31,0.8,291.9,62.0,29.6,76.2,16.8,71.1,94.5,Pedestrian_Event
EVT_01600,15,61.0,27.3,5,12.3,2115.1,2.97,38,59.8,113.4,58.4,27.7,74.6,100.0,87.1,75.4,Free_Flow
EVT_01601,19,20.2,40.0,15,8.77,1888.5,0.0,67,2.0,73.4,45.6,21.1,74.5,60.8,83.1,100.0,Pedestrian_Event
EVT_01602,22,16.4,15.6,4,5.12,1072.6,0.0,65,3.4,2.3,59.8,27.2,67.7,35.1,94.7,79.0,Incident
EVT_01603,35,12.5,74.7,3,23.14,587.7,0.0,72,2.0,2.1,57.3,20.1,53.3,1.1,88.2,62.7,Incident
EVT_01604,0,1.3,37.7,25,14.44,2368.2,0.0,61,2.4,101.0,46.4,34.1,56.8,80.6,77.5,75.9,Pedestrian_Event
EVT_01605,16,0.0,52.7,20,16.16,1969.3,0.0,23,0.2,466.8,46.5,29.5,52.4,70.2,96.8,100.0,Pedestrian_Event
EVT_01606,28,18.7,73.8,5,18.05,2176.1,0.0,58,6.0,60.3,56.0,22.8,52.3,39.2,73.7,89.2,Heavy_Traffic
EVT_01607,14,25.5,48.0,6,12.2,1854.3,0.0,43,0.6,2.1,53.3,26.0,69.0,76.2,81.7,89.8,Incident
EVT_01608,45,29.0,43.5,19,7.33,1532.0,10.72,49,63.0,254.4,74.5,17.4,80.3,30.2,78.0,69.0,Pedestrian_Event
EVT_01609,35,0.0,81.5,9,8.22,1651.2,5.0,53,34.4,163.2,50.2,24.3,78.1,44.1,90.7,82.8,Heavy_Traffic
EVT_01610,19,46.2,30.2,3,21.68,1148.0,0.0,3,9.7,225.1,53.1,24.9,72.9,1.6,88.5,87.6,Free_Flow
EVT_01611,20,6.7,24.4,1,5.51,956.6,0.0,24,1.0,45.2,45.4,18.4,55.7,16.6,79.4,100.0,Free_Flow
EVT_01612,8,12.8,57.7,4,5.7,1033.4,0.0,52,3.5,28.8,42.1,18.2,59.0,21.3,95.0,77.4,Incident
EVT_01613,23,29.4,47.7,3,10.5,1962.6,0.0,79,1.4,20.0,54.9,23.3,61.8,69.6,80.2,89.5,Incident
EVT_01614,27,40.2,59.5,8,16.29,1521.9,6.0,11,54.8,47.6,60.3,35.7,80.4,57.0,78.8,87.3,Free_Flow
EVT_01615,22,37.1,26.8,2,6.14,1336.0,0.0,23,10.4,453.7,43.8,23.0,68.7,20.5,84.9,87.1,Free_Flow
EVT_01616,12,49.1,21.5,2,10.44,1911.1,2.52,21,60.7,118.0,61.6,25.7,74.8,97.2,90.9,95.4,Low_Activity
EVT_01617,5,55.6,5.2,0,1.19,1279.9,0.0,10,8.3,93.3,46.4,24.8,62.0,28.8,84.1,96.6,Low_Activity
EVT_01618,43,14.8,51.6,4,17.24,2498.2,0.27,51,29.1,157.5,66.3,25.5,74.5,64.4,73.1,87.3,Heavy_Traffic
EVT_01619,32,34.1,62.9,5,16.16,2063.1,0.0,64,1.1,38.3,51.4,28.0,68.2,53.0,100.0,100.0,Heavy_Traffic
EVT_01620,3,78.0,9.0,1,23.73,841.0,0.0,22,9.2,95.7,49.8,19.6,60.7,23.2,79.9,70.6,Low_Activity
EVT_01621,48,16.2,53.9,5,17.64,2217.4,0.0,101,7.4,37.4,64.2,28.9,70.4,27.1,77.0,100.0,Heavy_Traffic
EVT_01622,25,17.8,45.3,9,10.32,2633.8,0.0,23,8.6,39.6,55.8,23.8,66.3,81.6,84.4,70.1,Pedestrian_Event
EVT_01623,19,51.8,17.3,6,15.79,2513.1,0.0,0,18.2,319.8,65.1,28.5,59.4,71.0,92.2,99.5,Free_Flow
EVT_01624,9,14.5,40.1,21,12.88,1012.6,17.64,53,68.6,285.7,67.7,31.7,82.5,83.5,92.6,59.1,Pedestrian_Event
EVT_01625,49,27.0,81.5,11,6.97,1960.4,2.02,85,23.4,187.5,70.2,26.4,63.5,61.5,91.6,82.3,Heavy_Traffic
EVT_01626,42,9.6,73.5,1,8.76,1800.5,0.0,40,4.6,208.4,66.6,18.6,67.3,46.5,86.7,89.8,Heavy_Traffic
EVT_01627,27,10.9,60.1,7,9.0,2140.5,0.0,47,19.3,57.3,53.1,25.4,73.8,72.7,86.0,100.0,Heavy_Traffic
EVT_01628,13,22.0,64.3,27,13.92,1980.8,5.53,61,47.2,79.8,52.7,31.4,70.4,63.9,91.7,89.7,Pedestrian_Event
EVT_01629,5,52.2,5.6,1,4.93,893.6,0.0,0,2.7,233.7,45.1,23.9,55.7,6.0,85.2,73.0,Low_Activity
EVT_01630,0,29.6,24.5,34,13.48,2705.5,0.0,58,3.2,76.0,44.0,32.0,62.1,53.4,87.1,97.3,Pedestrian_Event
EVT_01631,31,18.2,31.8,1,21.5,753.3,0.0,79,6.9,382.7,58.3,19.0,67.1,20.7,92.8,81.6,Heavy_Traffic
EVT_01632,3,76.3,9.6,0,23.65,584.1,4.09,16,42.5,437.4,68.3,16.4,82.0,32.4,91.1,73.8,Low_Activity
EVT_01633,31,39.9,30.0,13,12.73,2656.7,0.0,44,23.9,56.8,60.3,31.7,74.4,79.2,92.1,93.1,Pedestrian_Event
EVT_01634,2,42.2,18.9,3,19.56,864.3,0.0,0,4.7,134.4,53.1,24.9,49.2,34.0,78.1,80.6,Low_Activity
EVT_01635,22,21.2,51.8,2,4.82,1331.0,0.0,34,10.5,13.4,49.7,20.8,70.6,21.9,87.4,88.5,Incident
EVT_01636,24,60.3,47.5,7,10.35,1945.7,2.52,23,31.6,45.8,53.0,38.0,62.5,99.5,97.3,69.1,Free_Flow
EVT_01637,25,7.2,54.7,5,3.62,1219.3,0.0,20,16.2,66.0,48.8,23.1,73.1,23.5,86.5,76.0,Incident
EVT_01638,2,42.3,14.9,2,16.12,1186.9,10.92,21,74.7,312.7,58.6,29.3,90.2,52.6,98.7,73.4,Low_Activity
EVT_01639,30,31.7,45.0,6,9.37,1917.4,3.86,64,38.3,100.8,60.5,29.5,65.5,39.4,85.8,83.0,Heavy_Traffic
EVT_01640,13,13.4,34.0,2,6.66,2416.8,0.57,57,35.8,22.5,41.1,23.1,61.1,29.5,82.8,75.8,Incident
EVT_01641,9,48.0,33.8,4,13.22,2780.1,2.52,22,40.3,41.9,50.4,28.3,67.9,85.5,93.4,92.2,Free_Flow
EVT_01642,17,29.9,62.6,20,7.85,1896.9,0.0,26,8.0,347.9,44.1,27.9,50.4,59.5,82.4,93.8,Pedestrian_Event
EVT_01643,27,7.4,55.2,3,10.8,2159.9,0.23,64,37.7,12.9,49.7,26.9,69.0,89.9,87.7,100.0,Incident
EVT_01644,4,54.6,11.6,1,11.72,2463.3,1.52,16,17.5,96.8,45.4,29.6,72.0,83.0,89.8,87.3,Low_Activity
EVT_01645,23,29.6,44.9,34,12.71,2118.8,0.0,43,24.0,366.0,62.7,37.0,58.7,76.0,82.5,92.4,Pedestrian_Event
EVT_01646,46,7.8,60.9,8,9.99,2214.8,0.0,26,1.2,263.7,62.3,27.5,57.6,82.3,88.8,95.0,Heavy_Traffic
EVT_01647,26,16.7,67.5,7,17.75,1998.1,0.0,76,16.5,358.6,56.4,32.8,64.7,41.6,86.1,86.0,Heavy_Traffic
EVT_01648,20,7.0,46.1,1,2.88,770.6,3.92,26,29.6,7.4,56.6,17.8,85.3,26.8,87.5,85.9,Incident
EVT_01649,2,53.9,34.1,1,22.24,915.5,0.0,41,7.3,173.0,54.4,29.4,69.9,6.3,98.0,73.5,Free_Flow
EVT_01650,15,38.1,41.5,4,11.79,1483.1,8.92,0,55.8,213.4,54.2,23.6,92.4,91.0,91.2,79.8,Free_Flow
EVT_01651,5,55.1,7.6,0,23.92,496.9,6.86,18,48.3,120.0,65.6,20.9,74.7,13.6,80.8,71.9,Low_Activity
EVT_01652,4,48.7,46.8,1,23.39,509.5,11.89,34,68.9,218.2,60.9,19.8,89.9,24.0,90.2,56.2,Free_Flow
EVT_01653,22,28.1,44.3,3,6.2,2211.5,0.0,21,12.7,107.0,53.0,19.1,84.5,46.6,96.1,77.7,Incident
EVT_01654,29,34.6,41.3,19,19.48,611.4,11.25,0,41.9,41.3,58.4,33.8,65.6,20.2,87.2,79.5,Pedestrian_Event
EVT_01655,20,34.4,27.3,6,10.27,2253.0,0.0,28,7.2,47.2,53.5,26.7,69.8,68.9,86.7,71.9,Free_Flow
EVT_01656,4,47.6,26.4,0,23.86,1126.1,0.14,56,46.6,61.2,43.9,17.6,76.4,0.0,93.4,86.2,Low_Activity
EVT_01657,50,27.7,72.2,8,9.21,2054.9,0.0,96,7.0,181.4,65.3,29.3,56.9,69.5,85.6,89.9,Heavy_Traffic
EVT_01658,28,0.0,82.9,5,8.57,1956.4,0.0,45,4.9,155.1,48.8,26.5,69.5,76.1,74.4,88.4,Heavy_Traffic
EVT_01659,21,49.4,17.1,3,21.39,1084.0,0.0,21,2.5,339.8,51.6,24.0,65.9,28.0,87.1,80.4,Free_Flow
EVT_01660,16,41.9,47.9,23,14.06,2172.9,1.66,63,57.2,73.3,68.2,31.0,77.1,81.4,89.3,77.9,Pedestrian_Event
EVT_01661,23,31.1,82.1,16,18.32,2063.8,0.0,43,1.1,141.5,55.0,30.4,51.5,29.7,96.5,95.0,Pedestrian_Event
EVT_01662,22,54.3,15.4,4,10.06,2391.3,0.0,26,1.7,82.2,56.1,25.5,75.9,68.8,94.6,87.6,Free_Flow
EVT_01663,21,25.2,53.2,13,8.01,2712.7,0.0,65,3.6,259.0,48.0,22.8,55.4,55.1,80.0,82.8,Pedestrian_Event
EVT_01664,6,51.7,36.1,3,18.05,2401.0,0.0,25,1.5,169.3,55.9,28.3,69.6,39.5,95.3,100.0,Free_Flow
EVT_01665,10,52.0,3.2,4,11.28,2004.2,0.0,20,9.6,77.5,51.7,30.1,58.3,76.8,96.9,90.9,Free_Flow
EVT_01666,25,19.2,51.0,25,16.82,1560.2,4.15,44,46.5,62.8,65.7,34.5,57.0,43.5,82.4,86.9,Pedestrian_Event
EVT_01667,0,48.1,34.9,2,20.49,693.1,6.18,6,34.1,45.2,47.7,26.6,80.8,24.1,83.0,70.0,Free_Flow
EVT_01668,29,13.3,37.4,2,5.76,1114.6,0.0,55,0.2,14.7,50.7,18.8,63.9,35.1,92.3,91.3,Incident
EVT_01669,13,11.1,64.7,7,8.4,2420.5,0.0,87,17.6,274.7,46.3,24.5,56.6,69.6,97.0,74.0,Heavy_Traffic
EVT_01670,13,42.9,20.1,3,18.97,1452.0,11.96,0,75.8,43.1,58.0,26.4,88.9,39.3,86.7,59.8,Free_Flow
EVT_01671,20,60.3,42.1,5,9.22,2042.8,0.0,16,3.0,52.4,57.2,22.3,71.4,83.6,85.7,94.7,Free_Flow
EVT_01672,31,26.0,24.2,31,12.7,2460.2,0.0,27,4.7,39.9,55.7,24.6,61.6,88.5,82.7,100.0,Pedestrian_Event
EVT_01673,36,10.0,42.5,7,19.4,1062.5,0.0,68,0.9,123.5,58.0,28.5,57.1,17.0,79.3,78.3,Heavy_Traffic
EVT_01674,51,14.4,77.8,7,8.84,1986.0,0.0,66,7.4,202.3,61.3,30.6,78.0,56.9,99.0,85.6,Free_Flow
EVT_01675,29,33.5,28.5,2,20.62,1066.3,5.4,35,49.6,162.8,53.7,27.2,83.9,7.1,88.8,86.8,Free_Flow
EVT_01676,15,63.8,40.8,4,8.57,2372.5,0.0,32,27.2,145.7,54.5,23.0,80.7,57.4,100.0,89.1,Free_Flow
EVT_01677,44,7.4,85.3,7,19.37,1107.3,0.0,86,5.3,462.8,56.6,27.7,51.7,25.7,88.5,85.3,Heavy_Traffic
EVT_01678,34,14.5,22.2,12,18.05,2368.3,0.99,78,26.2,55.4,52.7,30.9,41.7,23.1,96.6,77.8,Pedestrian_Event
EVT_01679,35,15.9,43.5,3,19.01,1206.0,3.02,51,35.8,96.2,70.7,32.9,76.3,28.8,79.6,78.9,Heavy_Traffic
EVT_01680,23,47.8,29.7,1,22.24,1177.9,0.0,35,1.1,455.9,59.6,25.0,37.0,11.0,87.3,88.5,Free_Flow
EVT_01681,2,52.4,12.4,1,20.73,925.4,0.0,24,2.3,124.4,48.5,28.2,55.1,28.6,81.3,92.0,Low_Activity
EVT_01682,6,67.3,0.0,3,4.14,1603.5,0.0,37,7.2,57.7,52.9,26.3,56.8,22.7,84.6,82.3,Free_Flow
EVT_01683,8,44.7,44.0,1,14.6,1790.6,9.55,42,46.3,211.2,60.7,33.0,71.1,92.0,99.0,86.4,Free_Flow
EVT_01684,5,47.8,20.1,1,0.05,868.4,6.66,1,57.1,49.4,55.9,22.5,65.4,14.7,80.7,75.6,Low_Activity
EVT_01685,35,29.0,68.4,3,3.73,958.0,1.63,17,29.6,103.6,50.0,23.9,61.7,28.6,90.8,78.2,Incident
EVT_01686,11,37.1,38.8,1,23.26,872.7,8.92,4,65.1,157.9,49.7,20.9,74.1,1.7,74.7,50.4,Free_Flow
EVT_01687,12,57.1,32.7,3,9.39,2398.0,0.0,10,5.6,185.9,57.7,26.5,61.2,66.8,89.6,81.2,Free_Flow
EVT_01688,20,45.9,19.2,0,16.08,2186.5,4.68,50,42.0,101.7,63.1,30.0,64.4,68.5,100.0,83.6,Free_Flow
EVT_01689,29,36.3,47.2,30,7.86,2588.0,0.0,51,1.3,147.0,59.5,24.0,66.0,53.2,83.6,90.1,Pedestrian_Event
EVT_01690,25,40.3,44.9,14,13.49,1613.2,7.09,35,44.5,453.9,63.9,33.1,74.4,87.9,100.0,65.7,Pedestrian_Event
EVT_01691,39,23.7,64.5,3,9.0,2260.8,0.0,62,1.1,321.3,60.7,22.3,64.0,75.0,81.5,83.0,Pedestrian_Event
EVT_01692,49,18.8,83.8,5,17.48,1653.9,1.96,64,18.6,72.7,64.5,27.7,64.9,39.7,82.6,94.8,Heavy_Traffic
EVT_01693,8,41.6,10.1,1,11.32,2318.9,1.29,17,10.7,112.8,54.7,26.7,55.8,100.0,89.1,100.0,Low_Activity
EVT_01694,35,23.9,79.1,11,19.79,1328.9,1.4,56,36.7,355.6,56.2,23.7,56.7,7.0,93.6,85.9,Heavy_Traffic
EVT_01695,33,27.6,65.9,3,20.6,859.8,0.0,68,3.2,271.5,51.4,31.0,66.4,15.6,88.6,77.8,Heavy_Traffic
EVT_01696,35,32.6,20.3,3,19.87,1015.1,0.0,29,13.8,63.0,57.4,26.1,61.2,29.4,86.6,80.4,Free_Flow
EVT_01697,23,56.7,31.7,3,19.32,735.8,0.0,23,13.8,60.9,56.3,33.4,48.6,6.8,86.1,94.2,Free_Flow
EVT_01698,15,59.1,24.8,1,23.56,808.1,0.0,0,0.9,410.7,62.0,25.1,62.8,17.2,75.7,68.7,Low_Activity
EVT_01699,38,21.7,70.9,14,11.18,1809.5,7.1,72,52.1,42.6,70.1,30.2,69.7,69.0,83.2,76.3,Heavy_Traffic
