event_id,road_occupancy_pct,pedestrian_count,vehicle_count,avg_vehicle_speed_kmph,signal_wait_time_s,time_of_day_hr,noise_level_db,ambient_temperature_c,camera_exposure_score,humidity_pct,label
EVT_00852,2.8,0,3,48.6,0,23.58,52.9,16.2,2.8,78.3,Low_Activity
EVT_00853,13.9,1,0,63.4,12,22.7,54.5,23.6,21.7,75.5,Low_Activity
EVT_00854,45.0,26,6,29.0,40,7.83,51.7,25.7,51.2,66.3,Pedestrian_Event
EVT_00855,50.5,6,44,22.9,56,19.24,63.9,29.5,19.8,67.8,Incident
EVT_00856,21.7,0,3,66.6,23,18.75,46.1,30.6,19.1,71.8,Low_Activity
EVT_00857,40.7,3,8,48.1,9,14.84,59.4,37.0,63.2,59.7,Free_Flow
EVT_00858,12.9,1,1,50.3,17,3.85,58.3,26.6,19.3,71.0,Low_Activity
EVT_00859,21.7,6,10,50.3,28,9.88,48.6,26.1,59.3,73.4,Free_Flow
EVT_00860,46.2,18,21,25.8,9,8.85,58.4,18.0,82.9,71.2,Pedestrian_Event
EVT_00861,65.7,17,26,19.3,14,13.48,59.2,28.4,85.7,63.4,Pedestrian_Event
EVT_00862,25.8,3,14,48.6,13,8.16,54.6,26.5,59.2,77.2,Free_Flow
EVT_00863,23.6,4,19,44.6,8,7.03,50.5,20.1,38.0,73.6,Free_Flow
EVT_00864,10.7,5,11,16.4,63,20.55,53.4,25.9,23.4,79.7,Pedestrian_Event
EVT_00865,33.7,18,29,26.2,66,8.64,60.4,27.0,64.4,54.1,Pedestrian_Event
EVT_00866,81.9,5,43,19.9,92,12.11,61.2,28.1,83.0,65.8,Pedestrian_Event
EVT_00867,27.6,1,4,48.3,13,12.87,50.8,33.1,85.5,60.1,Pedestrian_Event
EVT_00868,70.7,8,25,7.0,61,8.39,49.5,22.9,69.5,69.3,Heavy_Traffic
EVT_00869,64.9,15,45,14.4,63,7.76,57.3,24.0,51.3,74.6,Heavy_Traffic
EVT_00870,73.5,13,28,32.3,26,8.92,53.8,30.9,52.1,67.4,Incident
EVT_00871,45.3,5,37,46.6,0,8.8,69.4,21.5,50.7,80.8,Free_Flow
EVT_00872,5.4,2,8,45.6,17,3.14,49.9,17.9,26.8,75.4,Low_Activity
EVT_00873,92.3,2,49,12.2,82,21.58,65.6,27.7,19.8,63.5,Free_Flow
EVT_00874,19.3,0,2,26.3,26,22.91,50.4,22.9,18.2,81.9,Low_Activity
EVT_00875,42.3,13,20,16.8,18,15.67,54.5,23.6,71.0,61.6,Pedestrian_Event
EVT_00876,73.3,11,53,19.1,45,7.16,70.3,22.5,62.5,56.3,Heavy_Traffic
EVT_00877,49.2,5,23,30.8,30,9.12,58.4,24.1,65.3,66.4,Incident
EVT_00878,0.0,4,4,63.9,16,23.48,62.3,21.4,24.3,61.9,Low_Activity
EVT_00879,42.4,18,18,17.2,65,11.15,52.0,29.7,81.6,62.8,Pedestrian_Event
EVT_00880,12.3,0,5,34.2,23,22.41,57.8,21.6,10.9,60.1,Low_Activity
EVT_00881,53.3,22,21,30.9,70,7.18,53.8,21.9,27.9,71.4,Pedestrian_Event
EVT_00882,22.8,19,24,42.9,35,9.64,69.2,28.4,80.5,69.4,Pedestrian_Event
EVT_00883,45.5,3,3,20.0,17,12.84,46.5,31.5,72.0,60.9,Free_Flow
EVT_00884,47.0,15,15,44.8,49,12.92,57.2,29.7,72.0,58.5,Pedestrian_Event
EVT_00885,27.5,0,3,65.8,16,6.16,51.2,23.7,28.1,54.7,Low_Activity
EVT_00886,10.3,0,7,50.7,28,23.36,53.0,21.6,19.9,61.4,Low_Activity
EVT_00887,79.1,5,11,23.7,50,3.04,49.6,14.6,31.7,75.3,Incident
EVT_00888,16.5,1,8,34.3,10,23.61,55.1,24.8,23.0,82.7,Low_Activity
EVT_00889,48.2,15,32,1.3,80,11.69,63.4,28.7,70.6,75.8,Incident
EVT_00890,17.8,1,2,47.5,44,1.42,40.8,21.1,17.1,66.1,Low_Activity
EVT_00891,49.1,9,37,10.6,76,16.86,49.5,32.2,57.8,58.3,Incident
EVT_00892,48.4,2,38,19.6,59,6.44,62.9,21.2,32.9,58.8,Incident
EVT_00893,6.1,1,3,37.2,0,0.24,49.2,21.0,28.6,64.9,Low_Activity
EVT_00894,35.3,6,31,0.0,48,16.14,68.1,37.4,38.7,100.0,Incident
EVT_00895,61.9,7,38,9.1,40,6.53,57.5,22.6,48.5,63.0,Heavy_Traffic
EVT_00896,48.0,11,21,34.6,11,21.9,50.4,27.4,31.7,60.2,Pedestrian_Event
EVT_00897,0.0,2,8,22.5,14,4.95,51.7,22.1,38.8,66.5,Low_Activity
EVT_00898,22.0,2,3,34.9,20,4.46,49.0,20.9,25.1,77.2,Low_Activity
EVT_00899,66.2,2,12,3.9,47,0.91,49.7,14.6,10.4,66.4,Free_Flow
EVT_00900,18.0,5,15,50.4,20,20.29,55.6,25.0,20.4,76.4,Free_Flow
EVT_00901,22.1,2,17,49.4,0,10.57,57.6,29.5,97.9,61.2,Free_Flow
EVT_00902,35.3,2,30,10.7,54,6.14,48.7,21.0,44.2,74.6,Incident
EVT_00903,44.4,2,26,40.6,36,22.04,65.8,28.6,40.1,63.7,Free_Flow
EVT_00904,13.4,6,16,22.7,24,6.57,50.6,26.8,27.1,54.6,Low_Activity
EVT_00905,50.3,3,16,45.6,22,5.13,48.3,16.4,24.6,60.5,Free_Flow
EVT_00906,53.8,28,29,24.0,60,8.76,63.1,26.9,53.9,51.4,Pedestrian_Event
EVT_00907,13.0,0,5,26.1,14,0.72,46.4,17.3,25.9,71.4,Low_Activity
EVT_00908,25.1,24,15,47.7,28,8.99,58.3,29.7,57.4,72.6,Pedestrian_Event
EVT_00909,55.6,10,10,67.2,0,19.94,55.7,22.9,31.7,69.4,Free_Flow
EVT_00910,0.0,0,3,66.6,12,0.87,55.2,22.7,23.7,66.1,Low_Activity
EVT_00911,42.5,33,18,29.1,19,12.25,64.4,30.3,89.4,90.2,Pedestrian_Event
EVT_00912,52.5,6,13,20.4,70,6.8,55.8,24.9,49.3,57.7,Heavy_Traffic
EVT_00913,34.8,6,14,14.5,56,18.96,45.3,27.4,26.4,76.4,Incident
EVT_00914,18.3,0,4,49.5,0,23.35,46.6,23.9,18.1,63.7,Low_Activity
EVT_00915,64.0,23,2,28.7,44,13.92,51.3,30.6,67.9,70.1,Pedestrian_Event
EVT_00916,23.6,6,21,36.8,45,16.17,51.0,27.8,36.1,60.1,Free_Flow
EVT_00917,23.9,2,13,14.3,17,1.03,50.3,17.8,13.7,100.0,Low_Activity
EVT_00918,44.2,4,29,21.3,58,8.9,53.1,26.9,66.9,66.6,Heavy_Traffic
EVT_00919,22.3,0,4,51.3,18,16.6,51.7,30.6,57.1,56.2,Low_Activity
EVT_00920,17.0,2,1,32.9,0,6.59,48.4,27.4,56.7,66.0,Low_Activity
EVT_00921,22.1,13,23,45.0,42,18.25,46.4,23.3,37.3,50.9,Free_Flow
EVT_00922,35.4,10,38,45.6,21,13.93,56.0,26.7,83.0,60.9,Free_Flow
EVT_00923,68.5,7,27,30.5,75,12.12,56.4,32.8,50.2,49.2,Incident
EVT_00924,78.3,7,35,22.9,33,9.84,63.7,26.0,53.6,66.0,Heavy_Traffic
EVT_00925,33.1,1,19,45.7,0,10.77,52.8,32.1,81.6,41.5,Low_Activity
EVT_00926,31.0,5,24,39.2,4,6.8,61.6,27.8,38.5,74.4,Free_Flow
EVT_00927,18.9,10,10,40.2,28,18.95,57.7,23.6,17.5,62.1,Free_Flow
EVT_00928,25.9,2,23,50.4,28,9.33,59.2,27.6,61.3,61.8,Free_Flow
EVT_00929,30.4,3,15,59.2,18,7.79,56.8,25.5,41.4,63.4,Free_Flow
EVT_00930,28.7,10,7,37.3,47,7.09,65.9,19.4,41.8,70.8,Free_Flow
EVT_00931,29.8,27,8,24.3,41,7.11,59.2,24.7,36.3,61.3,Pedestrian_Event
EVT_00932,57.5,3,34,21.9,56,7.83,60.4,25.4,60.4,56.7,Heavy_Traffic
EVT_00933,8.9,6,34,16.7,91,20.27,59.5,25.5,7.3,52.3,Incident
EVT_00934,86.6,1,35,24.4,78,7.43,51.1,22.1,48.6,62.7,Heavy_Traffic
EVT_00935,30.1,6,14,55.9,14,19.03,43.6,29.0,33.2,46.3,Free_Flow
EVT_00936,6.5,0,3,48.7,18,22.38,41.5,20.2,41.2,59.3,Low_Activity
EVT_00937,52.4,7,31,19.6,45,6.55,78.7,12.7,35.8,87.6,Incident
EVT_00938,7.2,1,3,35.0,0,23.22,38.9,27.6,20.8,57.4,Low_Activity
EVT_00939,50.9,13,30,13.7,52,5.93,53.2,22.0,26.5,72.8,Pedestrian_Event
EVT_00940,22.7,5,14,40.6,11,18.18,48.2,27.2,47.2,77.4,Free_Flow
EVT_00941,18.9,6,13,30.8,1,11.3,48.4,24.1,79.7,65.6,Free_Flow
EVT_00942,66.5,16,35,12.7,102,12.7,67.9,33.3,86.9,81.6,Incident
EVT_00943,40.4,3,23,52.0,30,9.47,57.8,22.7,70.4,56.5,Free_Flow
EVT_00944,58.8,11,36,11.6,61,17.85,57.3,28.6,14.9,69.5,Heavy_Traffic
EVT_00945,37.3,7,23,46.3,17,19.02,60.3,31.4,22.0,62.7,Free_Flow
EVT_00946,75.1,6,44,24.9,3,8.57,58.3,22.6,70.2,48.4,Heavy_Traffic
EVT_00947,10.6,2,24,60.1,13,21.71,65.6,22.5,22.7,52.8,Free_Flow
EVT_00948,67.2,5,35,22.6,73,7.06,53.0,23.3,46.6,64.8,Heavy_Traffic
EVT_00949,68.4,22,25,15.2,19,18.08,58.6,32.2,38.3,55.0,Pedestrian_Event
EVT_00950,25.4,2,25,48.8,10,22.73,56.2,21.0,26.8,77.4,Heavy_Traffic
EVT_00951,53.0,8,14,41.3,5,12.07,52.1,33.5,83.7,69.1,Free_Flow
EVT_00952,63.8,7,38,7.7,48,13.25,60.4,27.2,75.5,71.7,Heavy_Traffic
EVT_00953,83.9,2,45,21.6,97,20.82,68.6,23.4,11.0,64.4,Heavy_Traffic
EVT_00954,58.1,5,34,25.6,66,18.28,62.9,35.4,51.3,68.8,Heavy_Traffic
EVT_00955,60.2,9,21,24.1,39,9.35,66.9,22.7,80.0,79.1,Pedestrian_Event
EVT_00956,42.6,1,60,12.1,46,18.39,63.6,31.2,25.7,79.9,Heavy_Traffic
EVT_00957,22.0,4,12,56.9,8,13.56,63.0,34.0,67.4,67.8,Free_Flow
EVT_00958,31.0,27,20,28.1,18,8.71,62.3,21.2,46.6,80.6,Pedestrian_Event
EVT_00959,84.8,16,51,9.3,103,9.62,59.3,23.0,88.0,77.7,Heavy_Traffic
EVT_00960,3.5,6,38,17.1,49,23.17,54.4,21.7,13.4,50.5,Incident
EVT_00961,61.5,6,35,14.4,52,16.86,53.7,22.7,45.9,86.5,Heavy_Traffic
EVT_00962,50.6,19,30,20.7,35,9.82,60.7,24.1,99.8,67.7,Heavy_Traffic
EVT_00963,31.8,2,13,47.3,32,22.79,55.8,20.6,37.5,68.4,Free_Flow
EVT_00964,43.7,10,22,13.9,28,13.62,61.1,32.4,72.9,61.3,Incident
EVT_00965,47.4,9,8,15.4,2,7.13,55.4,22.4,62.2,87.5,Incident
EVT_00966,82.8,2,21,6.7,90,20.64,43.9,24.3,38.4,70.1,Incident
EVT_00967,6.1,1,17,36.0,14,22.53,48.0,23.3,21.9,62.4,Low_Activity
EVT_00968,20.8,1,6,61.6,30,23.66,55.3,23.5,7.3,70.1,Low_Activity
EVT_00969,15.5,5,23,36.8,12,11.23,59.7,30.1,92.3,51.8,Free_Flow
EVT_00970,33.1,23,34,11.0,67,17.48,66.1,31.5,50.9,61.6,Pedestrian_Event
EVT_00971,29.0,18,23,29.8,49,15.58,48.8,32.4,76.1,67.7,Pedestrian_Event
EVT_00972,66.0,5,24,10.2,39,19.81,59.2,28.6,33.2,80.4,Heavy_Traffic
EVT_00973,47.1,21,39,23.2,53,20.07,56.1,32.7,29.1,62.4,Pedestrian_Event
EVT_00974,76.4,1,3,11.9,1,21.77,44.6,27.0,27.1,66.5,Heavy_Traffic
EVT_00975,98.9,7,30,19.7,39,13.42,60.5,31.1,75.2,55.5,Incident
EVT_00976,61.5,6,30,24.5,43,11.67,52.7,32.5,73.0,64.9,Heavy_Traffic
EVT_00977,52.6,19,14,20.2,48,17.5,52.7,30.5,30.5,76.7,Pedestrian_Event
EVT_00978,23.7,6,22,30.6,15,19.15,46.3,30.2,45.8,71.2,Incident
EVT_00979,11.9,6,5,69.5,17,5.09,52.9,22.9,10.2,76.1,Free_Flow
EVT_00980,94.6,5,49,22.1,27,8.06,56.7,23.1,64.0,45.6,Heavy_Traffic
EVT_00981,56.3,19,28,23.5,42,7.71,55.8,31.5,55.3,53.9,Pedestrian_Event
EVT_00982,4.9,2,5,62.4,8,1.88,49.0,21.9,19.1,51.3,Low_Activity
EVT_00983,83.3,22,10,10.7,62,8.7,56.9,26.6,77.1,72.4,Incident
EVT_00984,61.5,11,31,18.3,81,16.56,60.3,27.7,54.1,52.2,Heavy_Traffic
EVT_00985,84.1,7,38,7.1,52,7.08,59.0,27.0,59.7,65.2,Incident
EVT_00986,70.9,20,44,37.9,9,6.88,62.5,19.4,50.8,57.9,Pedestrian_Event
EVT_00987,42.4,4,47,17.1,80,7.98,65.9,25.3,56.5,67.8,Heavy_Traffic
EVT_00988,1.0,0,6,23.2,15,22.75,48.8,21.4,1.7,76.8,Low_Activity
EVT_00989,67.9,4,10,18.6,91,13.81,41.5,34.5,75.2,73.3,Incident
EVT_00990,47.4,8,27,48.8,11,13.93,63.0,32.0,100.0,44.5,Low_Activity
EVT_00991,18.1,0,3,36.7,15,22.62,46.7,23.7,15.5,68.6,Low_Activity
EVT_00992,64.7,3,34,18.4,78,6.71,67.9,27.0,26.6,77.8,Heavy_Traffic
EVT_00993,34.0,5,21,8.8,55,23.27,56.7,19.1,40.8,74.9,Incident
EVT_00994,68.2,10,44,6.9,26,12.03,76.3,28.1,100.0,70.6,Incident
EVT_00995,28.5,0,4,39.3,29,4.99,36.4,17.5,28.3,72.4,Low_Activity
EVT_00996,13.9,3,4,5.8,14,13.47,42.9,34.5,76.7,60.7,Low_Activity
EVT_00997,31.3,2,23,52.1,19,23.48,55.5,26.0,9.8,64.2,Free_Flow
EVT_00998,55.5,1,21,30.2,24,5.61,51.4,18.8,23.0,93.8,Free_Flow
EVT_00999,50.6,21,29,48.1,43,17.34,65.4,25.4,40.6,99.4,Free_Flow
EVT_01000,53.7,1,24,10.4,40,19.17,55.7,31.4,34.4,56.3,Heavy_Traffic
EVT_01001,56.2,28,14,28.2,36,17.74,52.0,26.8,20.9,45.1,Pedestrian_Event
EVT_01002,66.1,4,33,39.0,43,23.26,61.7,22.7,22.7,60.8,Free_Flow
EVT_01003,20.7,4,26,44.9,49,20.29,50.9,30.6,8.7,44.2,Free_Flow
EVT_01004,36.4,23,12,0.0,18,13.76,53.3,30.9,86.4,68.3,Pedestrian_Event
EVT_01005,8.7,3,7,33.0,14,22.84,57.1,19.8,22.9,78.8,Low_Activity
EVT_01006,70.0,7,58,23.8,51,18.74,65.8,35.5,13.1,52.5,Heavy_Traffic
EVT_01007,27.3,2,26,48.7,34,20.56,52.0,27.7,22.6,66.1,Free_Flow
EVT_01008,12.1,0,2,42.7,29,4.2,54.4,17.7,29.3,62.6,Low_Activity
EVT_01009,31.0,21,0,25.7,61,7.98,50.4,23.8,43.9,61.4,Pedestrian_Event
EVT_01010,64.7,2,49,13.1,76,8.93,57.6,28.6,67.7,74.0,Heavy_Traffic
EVT_01011,24.5,3,7,39.5,14,23.51,46.8,25.7,20.9,62.6,Free_Flow
EVT_01012,29.9,26,23,23.3,22,15.3,53.8,26.8,64.5,67.0,Pedestrian_Event
EVT_01013,51.2,7,23,20.5,42,9.46,65.7,28.8,72.0,74.5,Heavy_Traffic
EVT_01014,56.6,4,24,42.9,22,10.7,57.0,25.0,94.3,55.9,Free_Flow
EVT_01015,56.8,3,17,50.5,41,5.64,60.2,19.4,24.8,97.9,Free_Flow
EVT_01016,19.5,10,21,3.7,51,12.21,59.3,29.6,83.9,73.8,Incident
EVT_01017,76.1,2,43,11.8,31,9.79,60.0,27.8,72.4,50.6,Incident
EVT_01018,15.4,2,6,37.6,6,23.28,54.4,21.1,23.6,75.7,Low_Activity
EVT_01019,65.8,5,18,22.7,17,21.46,53.8,28.6,15.6,60.1,Pedestrian_Event
EVT_01020,67.0,7,3,14.3,68,14.83,52.2,27.5,74.5,60.6,Incident
EVT_01021,35.1,5,44,55.3,44,18.22,62.2,30.6,29.8,60.5,Free_Flow
EVT_01022,29.2,13,24,12.3,25,17.29,49.0,29.4,38.3,70.1,Pedestrian_Event
EVT_01023,10.3,6,2,83.1,6,15.14,62.9,32.9,59.3,67.5,Low_Activity
EVT_01024,75.5,3,11,15.2,58,7.71,61.9,21.3,56.5,74.6,Incident
EVT_01025,56.0,5,35,23.0,85,11.98,58.1,28.1,80.3,64.0,Heavy_Traffic
EVT_01026,25.9,4,0,38.8,0,7.21,42.3,26.8,54.4,62.2,Free_Flow
EVT_01027,61.3,3,42,15.4,64,1.22,61.0,19.7,12.3,56.9,Incident
EVT_01028,73.6,4,26,30.2,74,8.54,56.1,25.7,66.9,74.0,Heavy_Traffic
EVT_01029,69.9,10,35,10.3,40,7.7,61.3,28.7,69.8,50.4,Heavy_Traffic
EVT_01030,65.9,6,38,41.7,43,9.18,61.2,28.6,96.2,74.5,Heavy_Traffic
EVT_01031,26.9,4,26,41.0,14,11.06,68.1,24.0,64.4,61.0,Free_Flow
EVT_01032,14.1,24,18,30.6,25,13.42,46.7,29.8,84.7,65.3,Pedestrian_Event
EVT_01033,70.6,6,28,38.9,107,9.72,51.0,25.4,80.7,86.0,Heavy_Traffic
EVT_01034,28.6,2,22,24.4,59,0.5,50.0,19.4,10.1,67.5,Incident
EVT_01035,38.6,4,23,59.3,37,10.98,67.8,28.0,85.6,80.1,Free_Flow
EVT_01036,9.9,36,9,17.5,14,7.1,57.1,24.7,46.3,64.1,Pedestrian_Event
EVT_01037,68.1,3,0,17.7,17,23.0,48.3,21.3,34.4,64.0,Incident
EVT_01038,10.7,0,6,39.7,0,23.58,49.0,17.4,6.3,71.8,Low_Activity
EVT_01039,59.3,9,45,6.6,93,18.61,61.1,21.0,21.2,71.4,Heavy_Traffic
EVT_01040,46.7,16,25,15.0,26,10.12,49.4,25.4,74.4,60.9,Pedestrian_Event
EVT_01041,55.5,7,44,26.4,40,8.81,73.9,22.8,63.9,93.4,Heavy_Traffic
EVT_01042,18.5,3,4,29.3,1,15.38,62.6,28.5,60.4,73.1,Low_Activity
EVT_01043,30.9,2,0,39.7,18,17.88,54.1,27.0,15.3,68.3,Free_Flow
EVT_01044,14.1,36,26,16.3,72,8.9,51.1,26.4,62.6,56.1,Pedestrian_Event
EVT_01045,41.8,1,31,28.6,52,11.91,63.5,27.3,69.3,70.3,Free_Flow
EVT_01046,12.3,13,4,13.0,33,16.42,46.8,29.7,50.2,65.3,Pedestrian_Event
EVT_01047,67.1,26,20,13.3,10,17.83,45.4,32.6,36.7,58.3,Pedestrian_Event
EVT_01048,87.7,3,17,7.2,81,13.7,48.4,31.4,83.7,49.1,Heavy_Traffic
EVT_01049,71.5,9,31,38.8,25,21.68,55.2,34.3,30.2,58.4,Pedestrian_Event
EVT_01050,33.3,2,30,19.8,70,23.5,48.1,19.0,16.1,65.2,Incident
EVT_01051,59.1,22,21,11.4,45,12.0,47.1,27.8,62.5,62.5,Pedestrian_Event
EVT_01052,79.3,2,39,24.1,48,10.85,57.7,25.8,82.5,62.5,Heavy_Traffic
EVT_01053,25.1,1,11,38.6,33,5.59,54.8,25.2,28.2,71.7,Free_Flow
EVT_01054,37.8,18,29,30.7,45,14.66,54.4,27.2,84.5,62.0,Pedestrian_Event
EVT_01055,67.9,12,35,13.5,79,8.59,55.5,28.4,49.8,55.2,Heavy_Traffic
EVT_01056,44.5,31,25,32.2,0,15.58,62.2,36.5,44.3,47.0,Pedestrian_Event
EVT_01057,10.6,1,7,61.8,14,15.73,54.3,37.1,61.4,80.2,Low_Activity
EVT_01058,68.1,8,40,4.3,17,8.86,57.8,24.3,61.3,69.0,Pedestrian_Event
EVT_01059,39.7,5,9,52.5,0,12.68,53.9,34.3,82.4,59.9,Free_Flow
EVT_01060,42.5,3,22,41.8,19,15.03,66.0,29.4,56.1,79.5,Free_Flow
EVT_01061,0.0,0,5,40.9,3,22.34,50.6,22.8,30.4,61.6,Low_Activity
EVT_01062,42.7,4,36,7.1,50,18.63,55.4,26.1,22.7,48.5,Heavy_Traffic
EVT_01063,16.4,0,4,36.0,15,23.26,51.9,20.1,34.3,46.4,Low_Activity
EVT_01064,26.7,30,24,32.3,42,13.61,63.4,32.9,86.7,65.5,Pedestrian_Event
EVT_01065,90.7,2,29,6.4,68,21.55,60.3,32.0,2.3,62.6,Incident
EVT_01066,73.4,4,23,35.6,58,7.56,64.1,23.1,77.0,53.9,Heavy_Traffic
EVT_01067,17.7,0,4,36.8,0,22.72,52.5,26.5,26.7,59.3,Free_Flow
EVT_01068,43.8,15,25,20.0,63,12.64,52.0,31.8,71.3,78.6,Pedestrian_Event
EVT_01069,8.7,2,14,73.1,26,4.34,51.4,20.3,31.2,56.4,Low_Activity
EVT_01070,69.5,33,21,28.7,58,8.21,50.8,23.3,42.6,52.8,Pedestrian_Event
EVT_01071,29.2,6,26,19.2,9,14.68,52.0,34.2,60.8,57.8,Free_Flow
EVT_01072,33.3,28,9,24.0,36,18.19,48.9,28.8,30.0,81.3,Pedestrian_Event
EVT_01073,14.3,2,2,31.4,14,23.99,54.3,17.4,27.3,54.7,Low_Activity
EVT_01074,47.6,29,37,0.2,62,6.65,66.6,28.1,41.3,66.8,Pedestrian_Event
EVT_01075,17.9,1,12,41.6,24,23.31,47.6,23.6,33.0,64.4,Low_Activity
EVT_01076,50.1,4,43,2.7,70,15.71,54.1,32.1,77.3,54.3,Free_Flow
EVT_01077,59.5,20,25,38.7,18,10.92,52.3,26.6,95.8,78.0,Pedestrian_Event
EVT_01078,66.1,3,41,8.6,86,21.82,73.8,20.4,26.3,90.6,Heavy_Traffic
EVT_01079,35.0,3,11,59.0,21,19.19,63.9,28.6,33.5,62.5,Free_Flow
EVT_01080,66.9,8,13,9.5,63,9.61,43.7,23.3,69.1,61.5,Heavy_Traffic
EVT_01081,86.0,4,25,18.7,17,0.53,54.8,23.5,21.2,59.4,Free_Flow
EVT_01082,26.6,15,20,15.7,23,9.36,62.0,27.8,71.0,77.5,Pedestrian_Event
EVT_01083,36.8,24,14,37.9,39,8.69,44.0,26.6,66.2,53.2,Pedestrian_Event
EVT_01084,30.5,8,14,55.1,36,10.05,61.4,27.1,96.2,65.9,Free_Flow
EVT_01085,46.2,26,25,32.9,54,8.14,68.1,22.0,69.7,80.7,Pedestrian_Event
EVT_01086,17.7,1,8,39.1,26,23.68,52.1,27.3,17.9,68.1,Low_Activity
EVT_01087,45.9,5,17,45.6,27,20.0,54.6,22.4,16.8,61.1,Free_Flow
EVT_01088,56.9,7,40,16.1,0,18.64,58.1,25.3,16.2,68.0,Heavy_Traffic
EVT_01089,46.9,2,20,10.3,55,12.14,55.3,24.5,80.3,77.3,Incident
EVT_01090,57.7,5,22,20.4,0,17.88,52.2,32.3,64.0,52.0,Incident
EVT_01091,25.2,17,10,33.8,41,18.32,43.2,26.3,23.1,63.2,Pedestrian_Event
EVT_01092,32.7,17,18,40.0,58,12.81,56.1,24.1,91.0,60.3,Pedestrian_Event
EVT_01093,48.8,43,30,26.3,32,7.82,60.4,25.1,45.9,78.1,Pedestrian_Event
EVT_01094,21.9,3,3,47.7,20,17.1,55.1,35.4,57.0,56.5,Free_Flow
EVT_01095,20.7,0,5,20.4,14,23.02,51.1,20.9,37.3,71.5,Low_Activity
EVT_01096,80.2,5,3,20.5,23,11.84,51.2,31.3,80.4,60.7,Incident
EVT_01097,52.1,17,21,42.5,59,7.65,59.2,24.7,16.2,51.0,Pedestrian_Event
EVT_01098,39.4,22,29,32.4,58,8.7,63.9,27.5,78.9,63.8,Pedestrian_Event
EVT_01099,53.6,7,26,25.8,84,12.8,62.2,29.4,65.0,64.4,Heavy_Traffic
EVT_01100,22.2,4,21,54.6,35,20.95,60.7,24.7,30.5,52.0,Free_Flow
EVT_01101,52.6,18,11,25.2,58,18.02,53.5,33.8,18.0,57.5,Pedestrian_Event
EVT_01102,39.0,3,41,30.3,108,7.02,71.5,24.3,34.5,52.4,Heavy_Traffic
EVT_01103,75.1,10,61,10.1,91,18.9,60.7,31.1,14.9,71.3,Heavy_Traffic
EVT_01104,7.3,1,11,52.6,14,23.19,48.0,24.4,25.9,83.0,Low_Activity
EVT_01105,29.9,4,12,60.8,15,20.74,48.7,21.4,20.3,67.1,Free_Flow
EVT_01106,53.4,5,32,15.1,38,13.36,62.4,26.8,99.9,64.8,Incident
EVT_01107,68.8,12,48,16.2,41,17.97,68.1,25.0,38.7,67.7,Heavy_Traffic
EVT_01108,25.9,6,26,43.2,26,8.99,62.2,24.9,54.3,77.3,Free_Flow
EVT_01109,51.4,2,45,13.1,13,22.17,63.4,30.2,12.5,72.0,Incident
EVT_01110,51.3,15,3,2.2,37,15.89,43.3,27.6,58.4,77.8,Pedestrian_Event
EVT_01111,60.6,15,24,5.8,32,10.11,53.6,26.7,83.9,77.2,Pedestrian_Event
EVT_01112,19.1,4,16,44.2,0,9.6,56.9,30.4,94.2,60.0,Free_Flow
EVT_01113,29.3,4,21,42.5,33,19.54,48.5,28.2,37.3,51.2,Free_Flow
EVT_01114,31.7,16,40,17.2,29,9.38,60.2,26.7,70.5,62.6,Pedestrian_Event
EVT_01115,3.7,15,49,11.2,8,12.09,60.1,25.7,92.5,67.1,Pedestrian_Event
EVT_01116,5.7,1,8,57.9,1,23.65,55.8,24.0,29.6,65.5,Low_Activity
EVT_01117,63.3,6,16,25.8,51,16.34,54.4,29.4,70.8,64.6,Heavy_Traffic
EVT_01118,13.5,0,4,58.2,15,2.78,50.9,23.0,0.1,67.5,Low_Activity
EVT_01119,80.7,4,44,28.5,35,8.69,68.1,23.1,81.9,68.4,Heavy_Traffic
EVT_01120,43.3,1,20,62.1,23,16.71,59.7,31.6,55.7,76.0,Free_Flow
EVT_01121,57.5,6,16,17.4,83,7.95,53.5,25.7,76.5,60.4,Heavy_Traffic
EVT_01122,39.0,5,44,0.0,10,7.3,68.8,25.4,45.6,70.2,Heavy_Traffic
EVT_01123,4.5,3,16,53.4,38,10.37,59.3,33.6,67.4,67.3,Free_Flow
EVT_01124,33.5,5,18,59.4,26,11.51,57.6,28.3,75.7,55.2,Low_Activity
EVT_01125,66.4,4,27,11.6,60,9.63,51.9,25.7,76.0,71.0,Heavy_Traffic
EVT_01126,96.0,25,18,13.7,47,14.07,54.8,33.2,71.0,64.4,Incident
EVT_01127,89.5,4,23,16.1,28,13.14,51.3,34.0,85.6,73.4,Heavy_Traffic
EVT_01128,27.4,28,0,11.4,27,14.37,45.3,31.7,77.6,63.3,Free_Flow
EVT_01129,26.8,2,23,63.6,20,9.18,69.6,25.6,76.0,57.6,Free_Flow
EVT_01130,62.4,11,36,23.6,38,15.83,58.8,35.7,79.4,54.5,Heavy_Traffic
EVT_01131,8.4,1,3,44.8,28,23.75,58.2,20.9,36.1,75.4,Free_Flow
EVT_01132,72.1,6,26,24.1,10,15.46,60.2,26.5,61.9,68.4,Incident
EVT_01133,1.7,0,2,83.1,11,21.24,55.7,36.2,35.2,55.9,Low_Activity
EVT_01134,50.8,10,5,19.3,0,3.9,44.4,24.0,23.7,80.7,Incident
EVT_01135,65.3,10,38,7.4,25,16.25,49.6,32.7,61.4,67.5,Heavy_Traffic
